reference_probe_id,variant_probe_id,control,comparison,setting_id,scene_id,target_order
gym__name_jesse__obj_box__distance_phrase_object_first__object_first,courtyard__name_jesse__obj_box__distance_phrase_object_first__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__distance_phrase_object_first__object_first,field__name_jesse__obj_box__distance_phrase_object_first__object_first,setting,gym_vs_field,field,field__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__distance_phrase_object_first__object_first,platform__name_jesse__obj_box__distance_phrase_object_first__object_first,setting,gym_vs_platform,platform,platform__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__distance_phrase_object_first__object_first,auditorium__name_jesse__obj_box__distance_phrase_object_first__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__distance_phrase_object_first__person_first,hallway__name_jesse__obj_box__distance_phrase_object_first__person_first,setting,gym_vs_hallway,hallway,hallway__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__distance_phrase_object_first__person_first,courtyard__name_jesse__obj_box__distance_phrase_object_first__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__distance_phrase_object_first__person_first,field__name_jesse__obj_box__distance_phrase_object_first__person_first,setting,gym_vs_field,field,field__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__distance_phrase_object_first__person_first,platform__name_jesse__obj_box__distance_phrase_object_first__person_first,setting,gym_vs_platform,platform,platform__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__distance_phrase_object_first__person_first,auditorium__name_jesse__obj_box__distance_phrase_object_first__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__endpoint_placement__object_first,hallway__name_jesse__obj_box__endpoint_placement__object_first,setting,gym_vs_hallway,hallway,hallway__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__endpoint_placement__object_first,courtyard__name_jesse__obj_box__endpoint_placement__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__endpoint_placement__object_first,field__name_jesse__obj_box__endpoint_placement__object_first,setting,gym_vs_field,field,field__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__endpoint_placement__object_first,platform__name_jesse__obj_box__endpoint_placement__object_first,setting,gym_vs_platform,platform,platform__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__endpoint_placement__object_first,auditorium__name_jesse__obj_box__endpoint_placement__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_jesse__obj_box,object_first
gym__name_jesse__obj_box__endpoint_placement__person_first,hallway__name_jesse__obj_box__endpoint_placement__person_first,setting,gym_vs_hallway,hallway,hallway__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__endpoint_placement__person_first,courtyard__name_jesse__obj_box__endpoint_placement__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__endpoint_placement__person_first,field__name_jesse__obj_box__endpoint_placement__person_first,setting,gym_vs_field,field,field__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__endpoint_placement__person_first,platform__name_jesse__obj_box__endpoint_placement__person_first,setting,gym_vs_platform,platform,platform__name_jesse__obj_box,person_first
gym__name_jesse__obj_box__endpoint_placement__person_first,auditorium__name_jesse__obj_box__endpoint_placement__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_jesse__obj_box,person_first
gym__name_li__obj_ball__direct_label__object_first,hallway__name_li__obj_ball__direct_label__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,object_first
gym__name_li__obj_ball__direct_label__object_first,courtyard__name_li__obj_ball__direct_label__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,object_first
gym__name_li__obj_ball__direct_label__object_first,field__name_li__obj_ball__direct_label__object_first,setting,gym_vs_field,field,field__name_li__obj_ball,object_first
gym__name_li__obj_ball__direct_label__object_first,platform__name_li__obj_ball__direct_label__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,object_first
gym__name_li__obj_ball__direct_label__object_first,auditorium__name_li__obj_ball__direct_label__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,object_first
gym__name_li__obj_ball__direct_label__person_first,hallway__name_li__obj_ball__direct_label__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,person_first
gym__name_li__obj_ball__direct_label__person_first,courtyard__name_li__obj_ball__direct_label__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,person_first
gym__name_li__obj_ball__direct_label__person_first,field__name_li__obj_ball__direct_label__person_first,setting,gym_vs_field,field,field__name_li__obj_ball,person_first
gym__name_li__obj_ball__direct_label__person_first,platform__name_li__obj_ball__direct_label__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,person_first
gym__name_li__obj_ball__direct_label__person_first,auditorium__name_li__obj_ball__direct_label__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase__object_first,hallway__name_li__obj_ball__distance_phrase__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase__object_first,courtyard__name_li__obj_ball__distance_phrase__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase__object_first,field__name_li__obj_ball__distance_phrase__object_first,setting,gym_vs_field,field,field__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase__object_first,platform__name_li__obj_ball__distance_phrase__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase__object_first,auditorium__name_li__obj_ball__distance_phrase__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase__person_first,hallway__name_li__obj_ball__distance_phrase__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase__person_first,courtyard__name_li__obj_ball__distance_phrase__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase__person_first,field__name_li__obj_ball__distance_phrase__person_first,setting,gym_vs_field,field,field__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase__person_first,platform__name_li__obj_ball__distance_phrase__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase__person_first,auditorium__name_li__obj_ball__distance_phrase__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase_object_first__object_first,hallway__name_li__obj_ball__distance_phrase_object_first__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase_object_first__object_first,courtyard__name_li__obj_ball__distance_phrase_object_first__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase_object_first__object_first,field__name_li__obj_ball__distance_phrase_object_first__object_first,setting,gym_vs_field,field,field__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase_object_first__object_first,platform__name_li__obj_ball__distance_phrase_object_first__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase_object_first__object_first,auditorium__name_li__obj_ball__distance_phrase_object_first__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,object_first
gym__name_li__obj_ball__distance_phrase_object_first__person_first,hallway__name_li__obj_ball__distance_phrase_object_first__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase_object_first__person_first,courtyard__name_li__obj_ball__distance_phrase_object_first__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase_object_first__person_first,field__name_li__obj_ball__distance_phrase_object_first__person_first,setting,gym_vs_field,field,field__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase_object_first__person_first,platform__name_li__obj_ball__distance_phrase_object_first__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,person_first
gym__name_li__obj_ball__distance_phrase_object_first__person_first,auditorium__name_li__obj_ball__distance_phrase_object_first__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,person_first
gym__name_li__obj_ball__endpoint_placement__object_first,hallway__name_li__obj_ball__endpoint_placement__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,object_first
gym__name_li__obj_ball__endpoint_placement__object_first,courtyard__name_li__obj_ball__endpoint_placement__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,object_first
gym__name_li__obj_ball__endpoint_placement__object_first,field__name_li__obj_ball__endpoint_placement__object_first,setting,gym_vs_field,field,field__name_li__obj_ball,object_first
gym__name_li__obj_ball__endpoint_placement__object_first,platform__name_li__obj_ball__endpoint_placement__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,object_first
gym__name_li__obj_ball__endpoint_placement__object_first,auditorium__name_li__obj_ball__endpoint_placement__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,object_first
gym__name_li__obj_ball__endpoint_placement__person_first,hallway__name_li__obj_ball__endpoint_placement__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_ball,person_first
gym__name_li__obj_ball__endpoint_placement__person_first,courtyard__name_li__obj_ball__endpoint_placement__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_ball,person_first
gym__name_li__obj_ball__endpoint_placement__person_first,field__name_li__obj_ball__endpoint_placement__person_first,setting,gym_vs_field,field,field__name_li__obj_ball,person_first
gym__name_li__obj_ball__endpoint_placement__person_first,platform__name_li__obj_ball__endpoint_placement__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_ball,person_first
gym__name_li__obj_ball__endpoint_placement__person_first,auditorium__name_li__obj_ball__endpoint_placement__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_ball,person_first
gym__name_li__obj_bag__direct_label__object_first,hallway__name_li__obj_bag__direct_label__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,object_first
gym__name_li__obj_bag__direct_label__object_first,courtyard__name_li__obj_bag__direct_label__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,object_first
gym__name_li__obj_bag__direct_label__object_first,field__name_li__obj_bag__direct_label__object_first,setting,gym_vs_field,field,field__name_li__obj_bag,object_first
gym__name_li__obj_bag__direct_label__object_first,platform__name_li__obj_bag__direct_label__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,object_first
gym__name_li__obj_bag__direct_label__object_first,auditorium__name_li__obj_bag__direct_label__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,object_first
gym__name_li__obj_bag__direct_label__person_first,hallway__name_li__obj_bag__direct_label__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,person_first
gym__name_li__obj_bag__direct_label__person_first,courtyard__name_li__obj_bag__direct_label__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,person_first
gym__name_li__obj_bag__direct_label__person_first,field__name_li__obj_bag__direct_label__person_first,setting,gym_vs_field,field,field__name_li__obj_bag,person_first
gym__name_li__obj_bag__direct_label__person_first,platform__name_li__obj_bag__direct_label__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,person_first
gym__name_li__obj_bag__direct_label__person_first,auditorium__name_li__obj_bag__direct_label__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase__object_first,hallway__name_li__obj_bag__distance_phrase__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase__object_first,courtyard__name_li__obj_bag__distance_phrase__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase__object_first,field__name_li__obj_bag__distance_phrase__object_first,setting,gym_vs_field,field,field__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase__object_first,platform__name_li__obj_bag__distance_phrase__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase__object_first,auditorium__name_li__obj_bag__distance_phrase__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase__person_first,hallway__name_li__obj_bag__distance_phrase__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase__person_first,courtyard__name_li__obj_bag__distance_phrase__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase__person_first,field__name_li__obj_bag__distance_phrase__person_first,setting,gym_vs_field,field,field__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase__person_first,platform__name_li__obj_bag__distance_phrase__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase__person_first,auditorium__name_li__obj_bag__distance_phrase__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase_object_first__object_first,hallway__name_li__obj_bag__distance_phrase_object_first__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase_object_first__object_first,courtyard__name_li__obj_bag__distance_phrase_object_first__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase_object_first__object_first,field__name_li__obj_bag__distance_phrase_object_first__object_first,setting,gym_vs_field,field,field__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase_object_first__object_first,platform__name_li__obj_bag__distance_phrase_object_first__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase_object_first__object_first,auditorium__name_li__obj_bag__distance_phrase_object_first__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,object_first
gym__name_li__obj_bag__distance_phrase_object_first__person_first,hallway__name_li__obj_bag__distance_phrase_object_first__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase_object_first__person_first,courtyard__name_li__obj_bag__distance_phrase_object_first__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase_object_first__person_first,field__name_li__obj_bag__distance_phrase_object_first__person_first,setting,gym_vs_field,field,field__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase_object_first__person_first,platform__name_li__obj_bag__distance_phrase_object_first__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,person_first
gym__name_li__obj_bag__distance_phrase_object_first__person_first,auditorium__name_li__obj_bag__distance_phrase_object_first__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,person_first
gym__name_li__obj_bag__endpoint_placement__object_first,hallway__name_li__obj_bag__endpoint_placement__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,object_first
gym__name_li__obj_bag__endpoint_placement__object_first,courtyard__name_li__obj_bag__endpoint_placement__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,object_first
gym__name_li__obj_bag__endpoint_placement__object_first,field__name_li__obj_bag__endpoint_placement__object_first,setting,gym_vs_field,field,field__name_li__obj_bag,object_first
gym__name_li__obj_bag__endpoint_placement__object_first,platform__name_li__obj_bag__endpoint_placement__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,object_first
gym__name_li__obj_bag__endpoint_placement__object_first,auditorium__name_li__obj_bag__endpoint_placement__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,object_first
gym__name_li__obj_bag__endpoint_placement__person_first,hallway__name_li__obj_bag__endpoint_placement__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_bag,person_first
gym__name_li__obj_bag__endpoint_placement__person_first,courtyard__name_li__obj_bag__endpoint_placement__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_bag,person_first
gym__name_li__obj_bag__endpoint_placement__person_first,field__name_li__obj_bag__endpoint_placement__person_first,setting,gym_vs_field,field,field__name_li__obj_bag,person_first
gym__name_li__obj_bag__endpoint_placement__person_first,platform__name_li__obj_bag__endpoint_placement__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_bag,person_first
gym__name_li__obj_bag__endpoint_placement__person_first,auditorium__name_li__obj_bag__endpoint_placement__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_bag,person_first
gym__name_li__obj_book__direct_label__object_first,hallway__name_li__obj_book__direct_label__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,object_first
gym__name_li__obj_book__direct_label__object_first,courtyard__name_li__obj_book__direct_label__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,object_first
gym__name_li__obj_book__direct_label__object_first,field__name_li__obj_book__direct_label__object_first,setting,gym_vs_field,field,field__name_li__obj_book,object_first
gym__name_li__obj_book__direct_label__object_first,platform__name_li__obj_book__direct_label__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,object_first
gym__name_li__obj_book__direct_label__object_first,auditorium__name_li__obj_book__direct_label__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,object_first
gym__name_li__obj_book__direct_label__person_first,hallway__name_li__obj_book__direct_label__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,person_first
gym__name_li__obj_book__direct_label__person_first,courtyard__name_li__obj_book__direct_label__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,person_first
gym__name_li__obj_book__direct_label__person_first,field__name_li__obj_book__direct_label__person_first,setting,gym_vs_field,field,field__name_li__obj_book,person_first
gym__name_li__obj_book__direct_label__person_first,platform__name_li__obj_book__direct_label__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,person_first
gym__name_li__obj_book__direct_label__person_first,auditorium__name_li__obj_book__direct_label__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase__object_first,hallway__name_li__obj_book__distance_phrase__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase__object_first,courtyard__name_li__obj_book__distance_phrase__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase__object_first,field__name_li__obj_book__distance_phrase__object_first,setting,gym_vs_field,field,field__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase__object_first,platform__name_li__obj_book__distance_phrase__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase__object_first,auditorium__name_li__obj_book__distance_phrase__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase__person_first,hallway__name_li__obj_book__distance_phrase__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase__person_first,courtyard__name_li__obj_book__distance_phrase__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase__person_first,field__name_li__obj_book__distance_phrase__person_first,setting,gym_vs_field,field,field__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase__person_first,platform__name_li__obj_book__distance_phrase__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase__person_first,auditorium__name_li__obj_book__distance_phrase__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase_object_first__object_first,hallway__name_li__obj_book__distance_phrase_object_first__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase_object_first__object_first,courtyard__name_li__obj_book__distance_phrase_object_first__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase_object_first__object_first,field__name_li__obj_book__distance_phrase_object_first__object_first,setting,gym_vs_field,field,field__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase_object_first__object_first,platform__name_li__obj_book__distance_phrase_object_first__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase_object_first__object_first,auditorium__name_li__obj_book__distance_phrase_object_first__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,object_first
gym__name_li__obj_book__distance_phrase_object_first__person_first,hallway__name_li__obj_book__distance_phrase_object_first__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase_object_first__person_first,courtyard__name_li__obj_book__distance_phrase_object_first__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase_object_first__person_first,field__name_li__obj_book__distance_phrase_object_first__person_first,setting,gym_vs_field,field,field__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase_object_first__person_first,platform__name_li__obj_book__distance_phrase_object_first__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,person_first
gym__name_li__obj_book__distance_phrase_object_first__person_first,auditorium__name_li__obj_book__distance_phrase_object_first__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,person_first
gym__name_li__obj_book__endpoint_placement__object_first,hallway__name_li__obj_book__endpoint_placement__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,object_first
gym__name_li__obj_book__endpoint_placement__object_first,courtyard__name_li__obj_book__endpoint_placement__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,object_first
gym__name_li__obj_book__endpoint_placement__object_first,field__name_li__obj_book__endpoint_placement__object_first,setting,gym_vs_field,field,field__name_li__obj_book,object_first
gym__name_li__obj_book__endpoint_placement__object_first,platform__name_li__obj_book__endpoint_placement__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,object_first
gym__name_li__obj_book__endpoint_placement__object_first,auditorium__name_li__obj_book__endpoint_placement__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,object_first
gym__name_li__obj_book__endpoint_placement__person_first,hallway__name_li__obj_book__endpoint_placement__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_book,person_first
gym__name_li__obj_book__endpoint_placement__person_first,courtyard__name_li__obj_book__endpoint_placement__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_book,person_first
gym__name_li__obj_book__endpoint_placement__person_first,field__name_li__obj_book__endpoint_placement__person_first,setting,gym_vs_field,field,field__name_li__obj_book,person_first
gym__name_li__obj_book__endpoint_placement__person_first,platform__name_li__obj_book__endpoint_placement__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_book,person_first
gym__name_li__obj_book__endpoint_placement__person_first,auditorium__name_li__obj_book__endpoint_placement__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_book,person_first
gym__name_li__obj_cone__direct_label__object_first,hallway__name_li__obj_cone__direct_label__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_cone,object_first
gym__name_li__obj_cone__direct_label__object_first,courtyard__name_li__obj_cone__direct_label__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_cone,object_first
gym__name_li__obj_cone__direct_label__object_first,field__name_li__obj_cone__direct_label__object_first,setting,gym_vs_field,field,field__name_li__obj_cone,object_first
gym__name_li__obj_cone__direct_label__object_first,platform__name_li__obj_cone__direct_label__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_cone,object_first
gym__name_li__obj_cone__direct_label__object_first,auditorium__name_li__obj_cone__direct_label__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_cone,object_first
gym__name_li__obj_cone__direct_label__person_first,hallway__name_li__obj_cone__direct_label__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_cone,person_first
gym__name_li__obj_cone__direct_label__person_first,courtyard__name_li__obj_cone__direct_label__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_cone,person_first
gym__name_li__obj_cone__direct_label__person_first,field__name_li__obj_cone__direct_label__person_first,setting,gym_vs_field,field,field__name_li__obj_cone,person_first
gym__name_li__obj_cone__direct_label__person_first,platform__name_li__obj_cone__direct_label__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_cone,person_first
gym__name_li__obj_cone__direct_label__person_first,auditorium__name_li__obj_cone__direct_label__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_cone,person_first
gym__name_li__obj_cone__distance_phrase__object_first,hallway__name_li__obj_cone__distance_phrase__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase__object_first,courtyard__name_li__obj_cone__distance_phrase__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase__object_first,field__name_li__obj_cone__distance_phrase__object_first,setting,gym_vs_field,field,field__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase__object_first,platform__name_li__obj_cone__distance_phrase__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase__object_first,auditorium__name_li__obj_cone__distance_phrase__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase__person_first,hallway__name_li__obj_cone__distance_phrase__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_cone,person_first
gym__name_li__obj_cone__distance_phrase__person_first,courtyard__name_li__obj_cone__distance_phrase__person_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_cone,person_first
gym__name_li__obj_cone__distance_phrase__person_first,field__name_li__obj_cone__distance_phrase__person_first,setting,gym_vs_field,field,field__name_li__obj_cone,person_first
gym__name_li__obj_cone__distance_phrase__person_first,platform__name_li__obj_cone__distance_phrase__person_first,setting,gym_vs_platform,platform,platform__name_li__obj_cone,person_first
gym__name_li__obj_cone__distance_phrase__person_first,auditorium__name_li__obj_cone__distance_phrase__person_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_cone,person_first
gym__name_li__obj_cone__distance_phrase_object_first__object_first,hallway__name_li__obj_cone__distance_phrase_object_first__object_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase_object_first__object_first,courtyard__name_li__obj_cone__distance_phrase_object_first__object_first,setting,gym_vs_courtyard,courtyard,courtyard__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase_object_first__object_first,field__name_li__obj_cone__distance_phrase_object_first__object_first,setting,gym_vs_field,field,field__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase_object_first__object_first,platform__name_li__obj_cone__distance_phrase_object_first__object_first,setting,gym_vs_platform,platform,platform__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase_object_first__object_first,auditorium__name_li__obj_cone__distance_phrase_object_first__object_first,setting,gym_vs_auditorium,auditorium,auditorium__name_li__obj_cone,object_first
gym__name_li__obj_cone__distance_phrase_object_first__person_first,hallway__name_li__obj_cone__distance_phrase_object_first__person_first,setting,gym_vs_hallway,hallway,hallway__name_li__obj_cone,person_first
