probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_2__obj_bicycle__num_10__unit_inches__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_10__unit_inches,orientation_control,name_2__obj_bicycle__num_10__unit_inches__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_10,inches,unit_inches,word,name_2__obj_bicycle__num_10__orientation_control__unchanged,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Li was 56 inches from a stationary bicycle. Li turned around without changing position.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,14,87,16,9,44,10,10,9,47,10,10,12,58,13,13,7108
name_2__obj_bicycle__num_10__unit_inches__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_10__unit_inches__expanded,orientation_control,name_2__obj_bicycle__num_10__unit_inches__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_10,inches,unit_inches,word,name_2__obj_bicycle__num_10__orientation_control__unchanged__expanded,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 56 inches from a bicycle that remained stationary. Li then turned to face the opposite direction, keeping both feet in the same place.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,26,152,30,9,44,10,10,9,47,10,10,12,58,13,13,7109
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__compact,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__closer__compact,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Li's distance from the stationary bicycle: initially 32 inches, now 9 inches.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,13,77,16,9,44,10,10,9,47,10,10,12,58,13,13,7110
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__compact,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__farther__compact,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Li's distance from the stationary bicycle: initially 32 inches, now 55 inches.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,13,78,16,9,44,10,10,9,47,10,10,12,58,13,13,7111
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__compact,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__unchanged__compact,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Li's distance from the stationary bicycle: initially 32 inches, now 32 inches.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,13,78,16,9,44,10,10,9,47,10,10,12,58,13,13,7112
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__closer,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,Li was 32 inches from a stationary bicycle. Li is now 9 inches from the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,16,80,18,9,44,10,10,9,47,10,10,12,58,13,13,7113
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__farther,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,Li was 32 inches from a stationary bicycle. Li is now 55 inches from the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,16,81,18,9,44,10,10,9,47,10,10,12,58,13,13,7114
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__unchanged,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Li was 32 inches from a stationary bicycle. Li is now 32 inches from the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,16,81,18,9,44,10,10,9,47,10,10,12,58,13,13,7115
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__expanded,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__closer__expanded,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 32 inches from a bicycle that remained stationary. The distance between Li and that bicycle is now 9 inches.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,22,126,25,9,44,10,10,9,47,10,10,12,58,13,13,7116
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__expanded,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__farther__expanded,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 32 inches from a bicycle that remained stationary. The distance between Li and that bicycle is now 55 inches.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,22,127,25,9,44,10,10,9,47,10,10,12,58,13,13,7117
name_2__obj_bicycle__num_11__unit_inches__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__expanded,explicit_distance,name_2__obj_bicycle__num_11__unit_inches__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__explicit_distance__unchanged__expanded,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 32 inches from a bicycle that remained stationary. The distance between Li and that bicycle is now 32 inches.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,22,127,25,9,44,10,10,9,47,10,10,12,58,13,13,7118
name_2__obj_bicycle__num_11__unit_inches__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__compact,movement_description,name_2__obj_bicycle__num_11__unit_inches__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__movement_description__closer__compact,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 32 inches from a stationary bicycle, Li walked 23 inches directly toward it.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,14,85,16,9,44,10,10,9,47,10,10,12,58,13,13,7119
name_2__obj_bicycle__num_11__unit_inches__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__compact,movement_description,name_2__obj_bicycle__num_11__unit_inches__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__movement_description__farther__compact,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 32 inches from a stationary bicycle, Li walked 23 inches directly away from it.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,15,88,17,9,44,10,10,9,47,10,10,12,58,13,13,7120
name_2__obj_bicycle__num_11__unit_inches__movement_description__closer,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches,movement_description,name_2__obj_bicycle__num_11__unit_inches__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__movement_description__closer,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,Li was 32 inches from a stationary bicycle. Li walked 23 inches directly toward the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,16,92,18,9,44,10,10,9,47,10,10,12,58,13,13,7121
name_2__obj_bicycle__num_11__unit_inches__movement_description__farther,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches,movement_description,name_2__obj_bicycle__num_11__unit_inches__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__movement_description__farther,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,Li was 32 inches from a stationary bicycle. Li walked 23 inches directly away from the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,17,95,19,9,44,10,10,9,47,10,10,12,58,13,13,7122
name_2__obj_bicycle__num_11__unit_inches__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__expanded,movement_description,name_2__obj_bicycle__num_11__unit_inches__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__movement_description__closer__expanded,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 32 inches from a bicycle that remained stationary. From that starting position, Li walked 23 inches directly toward the bicycle.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,23,146,27,9,44,10,10,9,47,10,10,12,58,13,13,7123
name_2__obj_bicycle__num_11__unit_inches__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__expanded,movement_description,name_2__obj_bicycle__num_11__unit_inches__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__movement_description__farther__expanded,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 32 inches from a bicycle that remained stationary. From that starting position, Li walked 23 inches directly away from the bicycle.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,24,149,28,9,44,10,10,9,47,10,10,12,58,13,13,7124
name_2__obj_bicycle__num_11__unit_inches__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__compact,orientation_control,name_2__obj_bicycle__num_11__unit_inches__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__orientation_control__unchanged__compact,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Li, 32 inches from a stationary bicycle, turned around in place.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,11,64,14,9,44,10,10,9,47,10,10,12,58,13,13,7125
name_2__obj_bicycle__num_11__unit_inches__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches,orientation_control,name_2__obj_bicycle__num_11__unit_inches__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__orientation_control__unchanged,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Li was 32 inches from a stationary bicycle. Li turned around without changing position.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,14,87,16,9,44,10,10,9,47,10,10,12,58,13,13,7126
name_2__obj_bicycle__num_11__unit_inches__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_2__obj_bicycle__num_11__unit_inches__expanded,orientation_control,name_2__obj_bicycle__num_11__unit_inches__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_2,Li,obj_bicycle,bicycle,num_11,inches,unit_inches,word,name_2__obj_bicycle__num_11__orientation_control__unchanged__expanded,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Li was 32 inches from a bicycle that remained stationary. Li then turned to face the opposite direction, keeping both feet in the same place.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,26,152,30,9,44,10,10,9,47,10,10,12,58,13,13,7127
name_3__obj_cone__num_00__unit_inches__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__compact,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__closer__compact,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Omar's distance from the stationary cone: initially 18 inches, now 13 inches.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,7128
name_3__obj_cone__num_00__unit_inches__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__compact,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__farther__compact,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Omar's distance from the stationary cone: initially 18 inches, now 23 inches.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,7129
name_3__obj_cone__num_00__unit_inches__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__compact,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__unchanged__compact,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Omar's distance from the stationary cone: initially 18 inches, now 18 inches.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,7130
name_3__obj_cone__num_00__unit_inches__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__closer,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,Omar was 18 inches from a stationary cone. Omar is now 13 inches from the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,7131
name_3__obj_cone__num_00__unit_inches__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__farther,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,Omar was 18 inches from a stationary cone. Omar is now 23 inches from the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,7132
name_3__obj_cone__num_00__unit_inches__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__unchanged,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Omar was 18 inches from a stationary cone. Omar is now 18 inches from the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,7133
name_3__obj_cone__num_00__unit_inches__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__expanded,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__closer__expanded,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Omar was 18 inches from a cone that remained stationary. The distance between Omar and that cone is now 13 inches.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,7134
name_3__obj_cone__num_00__unit_inches__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__expanded,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__farther__expanded,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Omar was 18 inches from a cone that remained stationary. The distance between Omar and that cone is now 23 inches.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,7135
name_3__obj_cone__num_00__unit_inches__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__expanded,explicit_distance,name_3__obj_cone__num_00__unit_inches__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__explicit_distance__unchanged__expanded,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Omar was 18 inches from a cone that remained stationary. The distance between Omar and that cone is now 18 inches.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,7136
name_3__obj_cone__num_00__unit_inches__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__compact,movement_description,name_3__obj_cone__num_00__unit_inches__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__movement_description__closer__compact,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 18 inches from a stationary cone, Omar walked 5 inches directly toward it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,14,83,16,9,43,11,10,9,46,11,10,12,57,14,13,7137
name_3__obj_cone__num_00__unit_inches__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__compact,movement_description,name_3__obj_cone__num_00__unit_inches__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__movement_description__farther__compact,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 18 inches from a stationary cone, Omar walked 5 inches directly away from it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,15,86,17,9,43,11,10,9,46,11,10,12,57,14,13,7138
name_3__obj_cone__num_00__unit_inches__movement_description__closer,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches,movement_description,name_3__obj_cone__num_00__unit_inches__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__movement_description__closer,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,Omar was 18 inches from a stationary cone. Omar walked 5 inches directly toward the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,16,89,19,9,43,11,10,9,46,11,10,12,57,14,13,7139
name_3__obj_cone__num_00__unit_inches__movement_description__farther,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches,movement_description,name_3__obj_cone__num_00__unit_inches__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__movement_description__farther,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,Omar was 18 inches from a stationary cone. Omar walked 5 inches directly away from the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,17,92,20,9,43,11,10,9,46,11,10,12,57,14,13,7140
name_3__obj_cone__num_00__unit_inches__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__expanded,movement_description,name_3__obj_cone__num_00__unit_inches__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__movement_description__closer__expanded,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Omar was 18 inches from a cone that remained stationary. From that starting position, Omar walked 5 inches directly toward the cone.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,23,143,27,9,43,11,10,9,46,11,10,12,57,14,13,7141
name_3__obj_cone__num_00__unit_inches__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__expanded,movement_description,name_3__obj_cone__num_00__unit_inches__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__movement_description__farther__expanded,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Omar was 18 inches from a cone that remained stationary. From that starting position, Omar walked 5 inches directly away from the cone.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,24,146,28,9,43,11,10,9,46,11,10,12,57,14,13,7142
name_3__obj_cone__num_00__unit_inches__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__compact,orientation_control,name_3__obj_cone__num_00__unit_inches__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__orientation_control__unchanged__compact,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Omar, 18 inches from a stationary cone, turned around in place.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,7143
name_3__obj_cone__num_00__unit_inches__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches,orientation_control,name_3__obj_cone__num_00__unit_inches__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__orientation_control__unchanged,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Omar was 18 inches from a stationary cone. Omar turned around without changing position.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,7144
name_3__obj_cone__num_00__unit_inches__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_3__obj_cone__num_00__unit_inches__expanded,orientation_control,name_3__obj_cone__num_00__unit_inches__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_3,Omar,obj_cone,cone,num_00,inches,unit_inches,word,name_3__obj_cone__num_00__orientation_control__unchanged__expanded,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Omar was 18 inches from a cone that remained stationary. Omar then turned to face the opposite direction, keeping both feet in the same place.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,7145
