length_match_id,reference_probe_id,variant_probe_id,reference_length_band,variant_length_band,condition_id,evidence_type,match_type
name_2__obj_cone__num_04__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_04__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_04__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__explicit_distance__closer,name_2__obj_cone__num_05__unit_inches__explicit_distance__closer,name_2__obj_cone__num_05__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__explicit_distance__closer,name_2__obj_cone__num_05__unit_inches__explicit_distance__closer,name_2__obj_cone__num_05__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__explicit_distance__farther,name_2__obj_cone__num_05__unit_inches__explicit_distance__farther,name_2__obj_cone__num_05__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__explicit_distance__farther,name_2__obj_cone__num_05__unit_inches__explicit_distance__farther,name_2__obj_cone__num_05__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_05__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_05__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_05__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_05__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__movement_description__closer,name_2__obj_cone__num_05__unit_inches__movement_description__closer,name_2__obj_cone__num_05__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__movement_description__closer,name_2__obj_cone__num_05__unit_inches__movement_description__closer,name_2__obj_cone__num_05__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__movement_description__farther,name_2__obj_cone__num_05__unit_inches__movement_description__farther,name_2__obj_cone__num_05__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__movement_description__farther,name_2__obj_cone__num_05__unit_inches__movement_description__farther,name_2__obj_cone__num_05__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_05__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_05__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_05__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_05__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_05__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__explicit_distance__closer,name_2__obj_cone__num_06__unit_inches__explicit_distance__closer,name_2__obj_cone__num_06__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__explicit_distance__closer,name_2__obj_cone__num_06__unit_inches__explicit_distance__closer,name_2__obj_cone__num_06__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__explicit_distance__farther,name_2__obj_cone__num_06__unit_inches__explicit_distance__farther,name_2__obj_cone__num_06__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__explicit_distance__farther,name_2__obj_cone__num_06__unit_inches__explicit_distance__farther,name_2__obj_cone__num_06__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_06__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_06__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_06__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_06__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__movement_description__closer,name_2__obj_cone__num_06__unit_inches__movement_description__closer,name_2__obj_cone__num_06__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__movement_description__closer,name_2__obj_cone__num_06__unit_inches__movement_description__closer,name_2__obj_cone__num_06__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__movement_description__farther,name_2__obj_cone__num_06__unit_inches__movement_description__farther,name_2__obj_cone__num_06__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__movement_description__farther,name_2__obj_cone__num_06__unit_inches__movement_description__farther,name_2__obj_cone__num_06__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_06__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_06__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_06__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_06__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_06__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__explicit_distance__closer,name_2__obj_cone__num_07__unit_inches__explicit_distance__closer,name_2__obj_cone__num_07__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__explicit_distance__closer,name_2__obj_cone__num_07__unit_inches__explicit_distance__closer,name_2__obj_cone__num_07__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__explicit_distance__farther,name_2__obj_cone__num_07__unit_inches__explicit_distance__farther,name_2__obj_cone__num_07__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__explicit_distance__farther,name_2__obj_cone__num_07__unit_inches__explicit_distance__farther,name_2__obj_cone__num_07__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_07__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_07__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_07__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_07__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__movement_description__closer,name_2__obj_cone__num_07__unit_inches__movement_description__closer,name_2__obj_cone__num_07__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__movement_description__closer,name_2__obj_cone__num_07__unit_inches__movement_description__closer,name_2__obj_cone__num_07__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__movement_description__farther,name_2__obj_cone__num_07__unit_inches__movement_description__farther,name_2__obj_cone__num_07__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__movement_description__farther,name_2__obj_cone__num_07__unit_inches__movement_description__farther,name_2__obj_cone__num_07__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_07__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_07__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_07__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_07__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_07__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__explicit_distance__closer,name_2__obj_cone__num_08__unit_inches__explicit_distance__closer,name_2__obj_cone__num_08__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__explicit_distance__closer,name_2__obj_cone__num_08__unit_inches__explicit_distance__closer,name_2__obj_cone__num_08__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__explicit_distance__farther,name_2__obj_cone__num_08__unit_inches__explicit_distance__farther,name_2__obj_cone__num_08__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__explicit_distance__farther,name_2__obj_cone__num_08__unit_inches__explicit_distance__farther,name_2__obj_cone__num_08__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_08__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_08__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_08__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_08__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__movement_description__closer,name_2__obj_cone__num_08__unit_inches__movement_description__closer,name_2__obj_cone__num_08__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__movement_description__closer,name_2__obj_cone__num_08__unit_inches__movement_description__closer,name_2__obj_cone__num_08__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__movement_description__farther,name_2__obj_cone__num_08__unit_inches__movement_description__farther,name_2__obj_cone__num_08__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__movement_description__farther,name_2__obj_cone__num_08__unit_inches__movement_description__farther,name_2__obj_cone__num_08__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_08__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_08__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_08__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_08__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_08__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__explicit_distance__closer,name_2__obj_cone__num_09__unit_inches__explicit_distance__closer,name_2__obj_cone__num_09__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__explicit_distance__closer,name_2__obj_cone__num_09__unit_inches__explicit_distance__closer,name_2__obj_cone__num_09__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__explicit_distance__farther,name_2__obj_cone__num_09__unit_inches__explicit_distance__farther,name_2__obj_cone__num_09__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__explicit_distance__farther,name_2__obj_cone__num_09__unit_inches__explicit_distance__farther,name_2__obj_cone__num_09__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_09__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_09__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_09__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_09__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__movement_description__closer,name_2__obj_cone__num_09__unit_inches__movement_description__closer,name_2__obj_cone__num_09__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__movement_description__closer,name_2__obj_cone__num_09__unit_inches__movement_description__closer,name_2__obj_cone__num_09__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__movement_description__farther,name_2__obj_cone__num_09__unit_inches__movement_description__farther,name_2__obj_cone__num_09__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__movement_description__farther,name_2__obj_cone__num_09__unit_inches__movement_description__farther,name_2__obj_cone__num_09__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_09__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_09__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_09__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_09__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_09__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__explicit_distance__closer,name_2__obj_cone__num_10__unit_inches__explicit_distance__closer,name_2__obj_cone__num_10__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__explicit_distance__closer,name_2__obj_cone__num_10__unit_inches__explicit_distance__closer,name_2__obj_cone__num_10__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__explicit_distance__farther,name_2__obj_cone__num_10__unit_inches__explicit_distance__farther,name_2__obj_cone__num_10__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__explicit_distance__farther,name_2__obj_cone__num_10__unit_inches__explicit_distance__farther,name_2__obj_cone__num_10__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_10__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_10__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_10__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_10__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__movement_description__closer,name_2__obj_cone__num_10__unit_inches__movement_description__closer,name_2__obj_cone__num_10__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__movement_description__closer,name_2__obj_cone__num_10__unit_inches__movement_description__closer,name_2__obj_cone__num_10__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__movement_description__farther,name_2__obj_cone__num_10__unit_inches__movement_description__farther,name_2__obj_cone__num_10__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__movement_description__farther,name_2__obj_cone__num_10__unit_inches__movement_description__farther,name_2__obj_cone__num_10__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_10__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_10__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_10__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_10__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_10__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__explicit_distance__closer,name_2__obj_cone__num_11__unit_inches__explicit_distance__closer,name_2__obj_cone__num_11__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__explicit_distance__closer,name_2__obj_cone__num_11__unit_inches__explicit_distance__closer,name_2__obj_cone__num_11__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__explicit_distance__farther,name_2__obj_cone__num_11__unit_inches__explicit_distance__farther,name_2__obj_cone__num_11__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__explicit_distance__farther,name_2__obj_cone__num_11__unit_inches__explicit_distance__farther,name_2__obj_cone__num_11__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_11__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_11__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_11__unit_inches__explicit_distance__unchanged,name_2__obj_cone__num_11__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__movement_description__closer,name_2__obj_cone__num_11__unit_inches__movement_description__closer,name_2__obj_cone__num_11__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__movement_description__closer,name_2__obj_cone__num_11__unit_inches__movement_description__closer,name_2__obj_cone__num_11__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__movement_description__farther,name_2__obj_cone__num_11__unit_inches__movement_description__farther,name_2__obj_cone__num_11__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__movement_description__farther,name_2__obj_cone__num_11__unit_inches__movement_description__farther,name_2__obj_cone__num_11__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_11__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_11__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_cone__num_11__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_11__unit_inches__orientation_control__unchanged,name_2__obj_cone__num_11__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__explicit_distance__closer,name_2__obj_flag__num_00__unit_inches__explicit_distance__closer,name_2__obj_flag__num_00__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__explicit_distance__closer,name_2__obj_flag__num_00__unit_inches__explicit_distance__closer,name_2__obj_flag__num_00__unit_inches__explicit_distance__closer__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__explicit_distance__farther,name_2__obj_flag__num_00__unit_inches__explicit_distance__farther,name_2__obj_flag__num_00__unit_inches__explicit_distance__farther__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__explicit_distance__farther,name_2__obj_flag__num_00__unit_inches__explicit_distance__farther,name_2__obj_flag__num_00__unit_inches__explicit_distance__farther__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__explicit_distance__unchanged,name_2__obj_flag__num_00__unit_inches__explicit_distance__unchanged,name_2__obj_flag__num_00__unit_inches__explicit_distance__unchanged__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__explicit_distance__unchanged,name_2__obj_flag__num_00__unit_inches__explicit_distance__unchanged,name_2__obj_flag__num_00__unit_inches__explicit_distance__unchanged__expanded,standard,expanded,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__movement_description__closer,name_2__obj_flag__num_00__unit_inches__movement_description__closer,name_2__obj_flag__num_00__unit_inches__movement_description__closer__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__movement_description__closer,name_2__obj_flag__num_00__unit_inches__movement_description__closer,name_2__obj_flag__num_00__unit_inches__movement_description__closer__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__movement_description__farther,name_2__obj_flag__num_00__unit_inches__movement_description__farther,name_2__obj_flag__num_00__unit_inches__movement_description__farther__compact,standard,compact,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__movement_description__farther,name_2__obj_flag__num_00__unit_inches__movement_description__farther,name_2__obj_flag__num_00__unit_inches__movement_description__farther__expanded,standard,expanded,movement_description,directed_movement_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__orientation_control__unchanged,name_2__obj_flag__num_00__unit_inches__orientation_control__unchanged,name_2__obj_flag__num_00__unit_inches__orientation_control__unchanged__compact,standard,compact,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_00__unit_inches__orientation_control__unchanged,name_2__obj_flag__num_00__unit_inches__orientation_control__unchanged,name_2__obj_flag__num_00__unit_inches__orientation_control__unchanged__expanded,standard,expanded,orientation_control,rotation_without_translation_inference,same_facts_targets_and_evidence_type_varied_wording_and_length
name_2__obj_flag__num_01__unit_inches__explicit_distance__closer,name_2__obj_flag__num_01__unit_inches__explicit_distance__closer,name_2__obj_flag__num_01__unit_inches__explicit_distance__closer__compact,standard,compact,explicit_distance,explicit_distance_comparison,same_facts_targets_and_evidence_type_varied_wording_and_length
