probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_0__obj_cone__num_08__unit_inches__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__unit_inches__compact,orientation_control,name_0__obj_cone__num_08__unit_inches__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,inches,unit_inches,word,name_0__obj_cone__num_08__orientation_control__unchanged__compact,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 12 inches from a stationary cone, turned around in place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,5343
name_0__obj_cone__num_08__unit_inches__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__unit_inches,orientation_control,name_0__obj_cone__num_08__unit_inches__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,inches,unit_inches,word,name_0__obj_cone__num_08__orientation_control__unchanged,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 12 inches from a stationary cone. Maya turned around without changing position.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,5344
name_0__obj_cone__num_08__unit_inches__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__unit_inches__expanded,orientation_control,name_0__obj_cone__num_08__unit_inches__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,inches,unit_inches,word,name_0__obj_cone__num_08__orientation_control__unchanged__expanded,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 12 inches from a cone that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,5345
name_0__obj_cone__num_09__unit_inches__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__compact,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__closer__compact,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 52 inches, now 24 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,5346
name_0__obj_cone__num_09__unit_inches__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__compact,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__farther__compact,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 52 inches, now 80 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,5347
name_0__obj_cone__num_09__unit_inches__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__compact,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__unchanged__compact,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 52 inches, now 52 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,5348
name_0__obj_cone__num_09__unit_inches__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__closer,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 inches from a stationary cone. Maya is now 24 inches from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,5349
name_0__obj_cone__num_09__unit_inches__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__farther,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 inches from a stationary cone. Maya is now 80 inches from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,5350
name_0__obj_cone__num_09__unit_inches__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__unchanged,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 inches from a stationary cone. Maya is now 52 inches from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,5351
name_0__obj_cone__num_09__unit_inches__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__expanded,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__closer__expanded,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 inches from a cone that remained stationary. The distance between Maya and that cone is now 24 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,5352
name_0__obj_cone__num_09__unit_inches__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__expanded,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__farther__expanded,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 inches from a cone that remained stationary. The distance between Maya and that cone is now 80 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,5353
name_0__obj_cone__num_09__unit_inches__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__expanded,explicit_distance,name_0__obj_cone__num_09__unit_inches__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__explicit_distance__unchanged__expanded,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 inches from a cone that remained stationary. The distance between Maya and that cone is now 52 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,5354
name_0__obj_cone__num_09__unit_inches__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__compact,movement_description,name_0__obj_cone__num_09__unit_inches__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__movement_description__closer__compact,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 52 inches from a stationary cone, Maya walked 28 inches directly toward it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,84,16,9,43,11,10,9,46,11,10,12,57,14,13,5355
name_0__obj_cone__num_09__unit_inches__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__compact,movement_description,name_0__obj_cone__num_09__unit_inches__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__movement_description__farther__compact,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 52 inches from a stationary cone, Maya walked 28 inches directly away from it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,15,87,17,9,43,11,10,9,46,11,10,12,57,14,13,5356
name_0__obj_cone__num_09__unit_inches__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches,movement_description,name_0__obj_cone__num_09__unit_inches__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__movement_description__closer,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 inches from a stationary cone. Maya walked 28 inches directly toward the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,90,19,9,43,11,10,9,46,11,10,12,57,14,13,5357
name_0__obj_cone__num_09__unit_inches__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches,movement_description,name_0__obj_cone__num_09__unit_inches__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__movement_description__farther,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 inches from a stationary cone. Maya walked 28 inches directly away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,17,93,20,9,43,11,10,9,46,11,10,12,57,14,13,5358
name_0__obj_cone__num_09__unit_inches__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__expanded,movement_description,name_0__obj_cone__num_09__unit_inches__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__movement_description__closer__expanded,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 inches from a cone that remained stationary. From that starting position, Maya walked 28 inches directly toward the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,23,144,27,9,43,11,10,9,46,11,10,12,57,14,13,5359
name_0__obj_cone__num_09__unit_inches__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__expanded,movement_description,name_0__obj_cone__num_09__unit_inches__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__movement_description__farther__expanded,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 inches from a cone that remained stationary. From that starting position, Maya walked 28 inches directly away from the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,24,147,28,9,43,11,10,9,46,11,10,12,57,14,13,5360
name_0__obj_cone__num_09__unit_inches__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__compact,orientation_control,name_0__obj_cone__num_09__unit_inches__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__orientation_control__unchanged__compact,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 52 inches from a stationary cone, turned around in place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,5361
name_0__obj_cone__num_09__unit_inches__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches,orientation_control,name_0__obj_cone__num_09__unit_inches__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__orientation_control__unchanged,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 inches from a stationary cone. Maya turned around without changing position.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,5362
name_0__obj_cone__num_09__unit_inches__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__unit_inches__expanded,orientation_control,name_0__obj_cone__num_09__unit_inches__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,inches,unit_inches,word,name_0__obj_cone__num_09__orientation_control__unchanged__expanded,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 inches from a cone that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,5363
name_0__obj_cone__num_10__unit_inches__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__compact,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__closer__compact,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 56 inches, now 48 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,5364
name_0__obj_cone__num_10__unit_inches__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__compact,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__farther__compact,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 56 inches, now 64 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,5365
name_0__obj_cone__num_10__unit_inches__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__compact,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__unchanged__compact,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 56 inches, now 56 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,5366
name_0__obj_cone__num_10__unit_inches__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__closer,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 inches from a stationary cone. Maya is now 48 inches from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,5367
name_0__obj_cone__num_10__unit_inches__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__farther,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 inches from a stationary cone. Maya is now 64 inches from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,5368
name_0__obj_cone__num_10__unit_inches__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__unchanged,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 inches from a stationary cone. Maya is now 56 inches from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,5369
name_0__obj_cone__num_10__unit_inches__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__expanded,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__closer__expanded,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 inches from a cone that remained stationary. The distance between Maya and that cone is now 48 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,5370
name_0__obj_cone__num_10__unit_inches__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__expanded,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__farther__expanded,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 inches from a cone that remained stationary. The distance between Maya and that cone is now 64 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,5371
name_0__obj_cone__num_10__unit_inches__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__expanded,explicit_distance,name_0__obj_cone__num_10__unit_inches__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__explicit_distance__unchanged__expanded,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 inches from a cone that remained stationary. The distance between Maya and that cone is now 56 inches.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,5372
name_0__obj_cone__num_10__unit_inches__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__compact,movement_description,name_0__obj_cone__num_10__unit_inches__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__movement_description__closer__compact,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 56 inches from a stationary cone, Maya walked 8 inches directly toward it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,83,16,9,43,11,10,9,46,11,10,12,57,14,13,5373
name_0__obj_cone__num_10__unit_inches__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__compact,movement_description,name_0__obj_cone__num_10__unit_inches__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__movement_description__farther__compact,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 56 inches from a stationary cone, Maya walked 8 inches directly away from it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,15,86,17,9,43,11,10,9,46,11,10,12,57,14,13,5374
name_0__obj_cone__num_10__unit_inches__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches,movement_description,name_0__obj_cone__num_10__unit_inches__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__movement_description__closer,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 inches from a stationary cone. Maya walked 8 inches directly toward the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,89,19,9,43,11,10,9,46,11,10,12,57,14,13,5375
name_0__obj_cone__num_10__unit_inches__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches,movement_description,name_0__obj_cone__num_10__unit_inches__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__movement_description__farther,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 inches from a stationary cone. Maya walked 8 inches directly away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,17,92,20,9,43,11,10,9,46,11,10,12,57,14,13,5376
name_0__obj_cone__num_10__unit_inches__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__expanded,movement_description,name_0__obj_cone__num_10__unit_inches__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__movement_description__closer__expanded,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 inches from a cone that remained stationary. From that starting position, Maya walked 8 inches directly toward the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,23,143,27,9,43,11,10,9,46,11,10,12,57,14,13,5377
name_0__obj_cone__num_10__unit_inches__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__expanded,movement_description,name_0__obj_cone__num_10__unit_inches__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__movement_description__farther__expanded,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 inches from a cone that remained stationary. From that starting position, Maya walked 8 inches directly away from the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,24,146,28,9,43,11,10,9,46,11,10,12,57,14,13,5378
name_0__obj_cone__num_10__unit_inches__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__compact,orientation_control,name_0__obj_cone__num_10__unit_inches__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__orientation_control__unchanged__compact,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 56 inches from a stationary cone, turned around in place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,5379
name_0__obj_cone__num_10__unit_inches__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches,orientation_control,name_0__obj_cone__num_10__unit_inches__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__orientation_control__unchanged,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 inches from a stationary cone. Maya turned around without changing position.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,5380
name_0__obj_cone__num_10__unit_inches__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__unit_inches__expanded,orientation_control,name_0__obj_cone__num_10__unit_inches__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,inches,unit_inches,word,name_0__obj_cone__num_10__orientation_control__unchanged__expanded,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 inches from a cone that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,5381
