pair_id,probe_version,event_family,event_subtype,contrast,first_outcome,second_outcome,first_probe_id,second_probe_id,numeric_information,name_id,object_id,numeric_case_id,unit_id,context_entity_order,Context1,Context2,Target1,Target2,correct_target_for_context1,correct_target_for_context2
name_3__obj_flag__num_07__unit_metres__object_first__closer__vs__name_3__obj_flag__num_07__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_07__unit_metres__object_first__closer,name_3__obj_flag__num_07__unit_metres__object_first__farther,specific,name_3,obj_flag,num_07,unit_metres,object_first,"The flag began 48 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 27 metres right.","The flag began 48 metres to the right of Omar. The flag moved 27 metres right, and Omar moved 1 metre right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_07__unit_metres__object_first__closer__vs__name_3__obj_flag__num_07__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_07__unit_metres__object_first__closer,name_3__obj_flag__num_07__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_07,unit_metres,object_first,"The flag began 48 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 27 metres right.","The flag began 48 metres to the right of Omar. The flag moved 27 metres right, and Omar moved 27 metres right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_07__unit_metres__object_first__farther__vs__name_3__obj_flag__num_07__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_07__unit_metres__object_first__farther,name_3__obj_flag__num_07__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_07,unit_metres,object_first,"The flag began 48 metres to the right of Omar. The flag moved 27 metres right, and Omar moved 1 metre right.","The flag began 48 metres to the right of Omar. The flag moved 27 metres right, and Omar moved 27 metres right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_07__unit_ft__object_first__closer__vs__name_3__obj_flag__num_07__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_07__unit_ft__object_first__closer,name_3__obj_flag__num_07__unit_ft__object_first__farther,specific,name_3,obj_flag,num_07,unit_ft,object_first,"The flag began 48 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 27 ft right.","The flag began 48 ft to the right of Omar. The flag moved 27 ft right, and Omar moved 1 ft right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_07__unit_ft__object_first__closer__vs__name_3__obj_flag__num_07__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_07__unit_ft__object_first__closer,name_3__obj_flag__num_07__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_07,unit_ft,object_first,"The flag began 48 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 27 ft right.","The flag began 48 ft to the right of Omar. The flag moved 27 ft right, and Omar moved 27 ft right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_07__unit_ft__object_first__farther__vs__name_3__obj_flag__num_07__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_07__unit_ft__object_first__farther,name_3__obj_flag__num_07__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_07,unit_ft,object_first,"The flag began 48 ft to the right of Omar. The flag moved 27 ft right, and Omar moved 1 ft right.","The flag began 48 ft to the right of Omar. The flag moved 27 ft right, and Omar moved 27 ft right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_07__unit_inches__object_first__closer__vs__name_3__obj_flag__num_07__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_07__unit_inches__object_first__closer,name_3__obj_flag__num_07__unit_inches__object_first__farther,specific,name_3,obj_flag,num_07,unit_inches,object_first,"The flag began 48 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 27 inches right.","The flag began 48 inches to the right of Omar. The flag moved 27 inches right, and Omar moved 1 inch right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_07__unit_inches__object_first__closer__vs__name_3__obj_flag__num_07__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_07__unit_inches__object_first__closer,name_3__obj_flag__num_07__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_07,unit_inches,object_first,"The flag began 48 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 27 inches right.","The flag began 48 inches to the right of Omar. The flag moved 27 inches right, and Omar moved 27 inches right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_07__unit_inches__object_first__farther__vs__name_3__obj_flag__num_07__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_07__unit_inches__object_first__farther,name_3__obj_flag__num_07__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_07,unit_inches,object_first,"The flag began 48 inches to the right of Omar. The flag moved 27 inches right, and Omar moved 1 inch right.","The flag began 48 inches to the right of Omar. The flag moved 27 inches right, and Omar moved 27 inches right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_08__unit_metres__object_first__closer__vs__name_3__obj_flag__num_08__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_08__unit_metres__object_first__closer,name_3__obj_flag__num_08__unit_metres__object_first__farther,specific,name_3,obj_flag,num_08,unit_metres,object_first,"The flag began 12 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 9 metres right.","The flag began 12 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 1 metre right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_08__unit_metres__object_first__closer__vs__name_3__obj_flag__num_08__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_08__unit_metres__object_first__closer,name_3__obj_flag__num_08__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_08,unit_metres,object_first,"The flag began 12 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 9 metres right.","The flag began 12 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 9 metres right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_08__unit_metres__object_first__farther__vs__name_3__obj_flag__num_08__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_08__unit_metres__object_first__farther,name_3__obj_flag__num_08__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_08,unit_metres,object_first,"The flag began 12 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 1 metre right.","The flag began 12 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 9 metres right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_08__unit_ft__object_first__closer__vs__name_3__obj_flag__num_08__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_08__unit_ft__object_first__closer,name_3__obj_flag__num_08__unit_ft__object_first__farther,specific,name_3,obj_flag,num_08,unit_ft,object_first,"The flag began 12 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 9 ft right.","The flag began 12 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 1 ft right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_08__unit_ft__object_first__closer__vs__name_3__obj_flag__num_08__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_08__unit_ft__object_first__closer,name_3__obj_flag__num_08__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_08,unit_ft,object_first,"The flag began 12 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 9 ft right.","The flag began 12 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 9 ft right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_08__unit_ft__object_first__farther__vs__name_3__obj_flag__num_08__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_08__unit_ft__object_first__farther,name_3__obj_flag__num_08__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_08,unit_ft,object_first,"The flag began 12 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 1 ft right.","The flag began 12 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 9 ft right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_08__unit_inches__object_first__closer__vs__name_3__obj_flag__num_08__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_08__unit_inches__object_first__closer,name_3__obj_flag__num_08__unit_inches__object_first__farther,specific,name_3,obj_flag,num_08,unit_inches,object_first,"The flag began 12 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 9 inches right.","The flag began 12 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 1 inch right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_08__unit_inches__object_first__closer__vs__name_3__obj_flag__num_08__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_08__unit_inches__object_first__closer,name_3__obj_flag__num_08__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_08,unit_inches,object_first,"The flag began 12 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 9 inches right.","The flag began 12 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 9 inches right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_08__unit_inches__object_first__farther__vs__name_3__obj_flag__num_08__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_08__unit_inches__object_first__farther,name_3__obj_flag__num_08__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_08,unit_inches,object_first,"The flag began 12 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 1 inch right.","The flag began 12 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 9 inches right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_09__unit_metres__object_first__closer__vs__name_3__obj_flag__num_09__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_09__unit_metres__object_first__closer,name_3__obj_flag__num_09__unit_metres__object_first__farther,specific,name_3,obj_flag,num_09,unit_metres,object_first,"The flag began 52 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 29 metres right.","The flag began 52 metres to the right of Omar. The flag moved 29 metres right, and Omar moved 1 metre right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_09__unit_metres__object_first__closer__vs__name_3__obj_flag__num_09__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_09__unit_metres__object_first__closer,name_3__obj_flag__num_09__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_09,unit_metres,object_first,"The flag began 52 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 29 metres right.","The flag began 52 metres to the right of Omar. The flag moved 29 metres right, and Omar moved 29 metres right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_09__unit_metres__object_first__farther__vs__name_3__obj_flag__num_09__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_09__unit_metres__object_first__farther,name_3__obj_flag__num_09__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_09,unit_metres,object_first,"The flag began 52 metres to the right of Omar. The flag moved 29 metres right, and Omar moved 1 metre right.","The flag began 52 metres to the right of Omar. The flag moved 29 metres right, and Omar moved 29 metres right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_09__unit_ft__object_first__closer__vs__name_3__obj_flag__num_09__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_09__unit_ft__object_first__closer,name_3__obj_flag__num_09__unit_ft__object_first__farther,specific,name_3,obj_flag,num_09,unit_ft,object_first,"The flag began 52 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 29 ft right.","The flag began 52 ft to the right of Omar. The flag moved 29 ft right, and Omar moved 1 ft right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_09__unit_ft__object_first__closer__vs__name_3__obj_flag__num_09__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_09__unit_ft__object_first__closer,name_3__obj_flag__num_09__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_09,unit_ft,object_first,"The flag began 52 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 29 ft right.","The flag began 52 ft to the right of Omar. The flag moved 29 ft right, and Omar moved 29 ft right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_09__unit_ft__object_first__farther__vs__name_3__obj_flag__num_09__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_09__unit_ft__object_first__farther,name_3__obj_flag__num_09__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_09,unit_ft,object_first,"The flag began 52 ft to the right of Omar. The flag moved 29 ft right, and Omar moved 1 ft right.","The flag began 52 ft to the right of Omar. The flag moved 29 ft right, and Omar moved 29 ft right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_09__unit_inches__object_first__closer__vs__name_3__obj_flag__num_09__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_09__unit_inches__object_first__closer,name_3__obj_flag__num_09__unit_inches__object_first__farther,specific,name_3,obj_flag,num_09,unit_inches,object_first,"The flag began 52 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 29 inches right.","The flag began 52 inches to the right of Omar. The flag moved 29 inches right, and Omar moved 1 inch right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_09__unit_inches__object_first__closer__vs__name_3__obj_flag__num_09__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_09__unit_inches__object_first__closer,name_3__obj_flag__num_09__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_09,unit_inches,object_first,"The flag began 52 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 29 inches right.","The flag began 52 inches to the right of Omar. The flag moved 29 inches right, and Omar moved 29 inches right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_09__unit_inches__object_first__farther__vs__name_3__obj_flag__num_09__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_09__unit_inches__object_first__farther,name_3__obj_flag__num_09__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_09,unit_inches,object_first,"The flag began 52 inches to the right of Omar. The flag moved 29 inches right, and Omar moved 1 inch right.","The flag began 52 inches to the right of Omar. The flag moved 29 inches right, and Omar moved 29 inches right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_10__unit_metres__object_first__closer__vs__name_3__obj_flag__num_10__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_10__unit_metres__object_first__closer,name_3__obj_flag__num_10__unit_metres__object_first__farther,specific,name_3,obj_flag,num_10,unit_metres,object_first,"The flag began 56 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 9 metres right.","The flag began 56 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 1 metre right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_10__unit_metres__object_first__closer__vs__name_3__obj_flag__num_10__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_10__unit_metres__object_first__closer,name_3__obj_flag__num_10__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_10,unit_metres,object_first,"The flag began 56 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 9 metres right.","The flag began 56 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 9 metres right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_10__unit_metres__object_first__farther__vs__name_3__obj_flag__num_10__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_10__unit_metres__object_first__farther,name_3__obj_flag__num_10__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_10,unit_metres,object_first,"The flag began 56 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 1 metre right.","The flag began 56 metres to the right of Omar. The flag moved 9 metres right, and Omar moved 9 metres right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_10__unit_ft__object_first__closer__vs__name_3__obj_flag__num_10__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_10__unit_ft__object_first__closer,name_3__obj_flag__num_10__unit_ft__object_first__farther,specific,name_3,obj_flag,num_10,unit_ft,object_first,"The flag began 56 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 9 ft right.","The flag began 56 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 1 ft right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_10__unit_ft__object_first__closer__vs__name_3__obj_flag__num_10__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_10__unit_ft__object_first__closer,name_3__obj_flag__num_10__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_10,unit_ft,object_first,"The flag began 56 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 9 ft right.","The flag began 56 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 9 ft right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_10__unit_ft__object_first__farther__vs__name_3__obj_flag__num_10__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_10__unit_ft__object_first__farther,name_3__obj_flag__num_10__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_10,unit_ft,object_first,"The flag began 56 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 1 ft right.","The flag began 56 ft to the right of Omar. The flag moved 9 ft right, and Omar moved 9 ft right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_10__unit_inches__object_first__closer__vs__name_3__obj_flag__num_10__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_10__unit_inches__object_first__closer,name_3__obj_flag__num_10__unit_inches__object_first__farther,specific,name_3,obj_flag,num_10,unit_inches,object_first,"The flag began 56 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 9 inches right.","The flag began 56 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 1 inch right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_10__unit_inches__object_first__closer__vs__name_3__obj_flag__num_10__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_10__unit_inches__object_first__closer,name_3__obj_flag__num_10__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_10,unit_inches,object_first,"The flag began 56 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 9 inches right.","The flag began 56 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 9 inches right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_10__unit_inches__object_first__farther__vs__name_3__obj_flag__num_10__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_10__unit_inches__object_first__farther,name_3__obj_flag__num_10__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_10,unit_inches,object_first,"The flag began 56 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 1 inch right.","The flag began 56 inches to the right of Omar. The flag moved 9 inches right, and Omar moved 9 inches right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_11__unit_metres__object_first__closer__vs__name_3__obj_flag__num_11__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_11__unit_metres__object_first__closer,name_3__obj_flag__num_11__unit_metres__object_first__farther,specific,name_3,obj_flag,num_11,unit_metres,object_first,"The flag began 32 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 24 metres right.","The flag began 32 metres to the right of Omar. The flag moved 24 metres right, and Omar moved 1 metre right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_11__unit_metres__object_first__closer__vs__name_3__obj_flag__num_11__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_11__unit_metres__object_first__closer,name_3__obj_flag__num_11__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_11,unit_metres,object_first,"The flag began 32 metres to the right of Omar. The flag moved 1 metre right, and Omar moved 24 metres right.","The flag began 32 metres to the right of Omar. The flag moved 24 metres right, and Omar moved 24 metres right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_11__unit_metres__object_first__farther__vs__name_3__obj_flag__num_11__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_11__unit_metres__object_first__farther,name_3__obj_flag__num_11__unit_metres__object_first__unchanged,specific,name_3,obj_flag,num_11,unit_metres,object_first,"The flag began 32 metres to the right of Omar. The flag moved 24 metres right, and Omar moved 1 metre right.","The flag began 32 metres to the right of Omar. The flag moved 24 metres right, and Omar moved 24 metres right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_11__unit_ft__object_first__closer__vs__name_3__obj_flag__num_11__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_11__unit_ft__object_first__closer,name_3__obj_flag__num_11__unit_ft__object_first__farther,specific,name_3,obj_flag,num_11,unit_ft,object_first,"The flag began 32 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 24 ft right.","The flag began 32 ft to the right of Omar. The flag moved 24 ft right, and Omar moved 1 ft right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_11__unit_ft__object_first__closer__vs__name_3__obj_flag__num_11__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_11__unit_ft__object_first__closer,name_3__obj_flag__num_11__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_11,unit_ft,object_first,"The flag began 32 ft to the right of Omar. The flag moved 1 ft right, and Omar moved 24 ft right.","The flag began 32 ft to the right of Omar. The flag moved 24 ft right, and Omar moved 24 ft right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_11__unit_ft__object_first__farther__vs__name_3__obj_flag__num_11__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_11__unit_ft__object_first__farther,name_3__obj_flag__num_11__unit_ft__object_first__unchanged,specific,name_3,obj_flag,num_11,unit_ft,object_first,"The flag began 32 ft to the right of Omar. The flag moved 24 ft right, and Omar moved 1 ft right.","The flag began 32 ft to the right of Omar. The flag moved 24 ft right, and Omar moved 24 ft right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_11__unit_inches__object_first__closer__vs__name_3__obj_flag__num_11__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_3__obj_flag__num_11__unit_inches__object_first__closer,name_3__obj_flag__num_11__unit_inches__object_first__farther,specific,name_3,obj_flag,num_11,unit_inches,object_first,"The flag began 32 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 24 inches right.","The flag began 32 inches to the right of Omar. The flag moved 24 inches right, and Omar moved 1 inch right.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Target1,Target2
name_3__obj_flag__num_11__unit_inches__object_first__closer__vs__name_3__obj_flag__num_11__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_3__obj_flag__num_11__unit_inches__object_first__closer,name_3__obj_flag__num_11__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_11,unit_inches,object_first,"The flag began 32 inches to the right of Omar. The flag moved 1 inch right, and Omar moved 24 inches right.","The flag began 32 inches to the right of Omar. The flag moved 24 inches right, and Omar moved 24 inches right.",Omar is now closer to the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
name_3__obj_flag__num_11__unit_inches__object_first__farther__vs__name_3__obj_flag__num_11__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_3__obj_flag__num_11__unit_inches__object_first__farther,name_3__obj_flag__num_11__unit_inches__object_first__unchanged,specific,name_3,obj_flag,num_11,unit_inches,object_first,"The flag began 32 inches to the right of Omar. The flag moved 24 inches right, and Omar moved 1 inch right.","The flag began 32 inches to the right of Omar. The flag moved 24 inches right, and Omar moved 24 inches right.",Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,Target1,Target2
