probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index
non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_cone,cone,closer,toward,Target1,"Li walked toward the cone, which remained stationary.",Li is now closer to the cone than before.,Li is now farther from the cone than before.,8,53,10,9,41,10,10,9,44,10,10,204
non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_cone,cone,farther,away from,Target2,"Li walked away from the cone, which remained stationary.",Li is now closer to the cone than before.,Li is now farther from the cone than before.,9,56,11,9,41,10,10,9,44,10,10,205
non_numeric_v1_2__name_2__obj_cone__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_cone__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_cone,cone,closer,toward,Target1,"Li walked toward the cone, which remained still.",Li is now closer to the cone than before.,Li is now farther from the cone than before.,8,48,10,9,41,10,10,9,44,10,10,206
non_numeric_v1_2__name_2__obj_cone__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_cone__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_cone,cone,farther,away from,Target2,"Li walked away from the cone, which remained still.",Li is now closer to the cone than before.,Li is now farther from the cone than before.,9,51,11,9,41,10,10,9,44,10,10,207
non_numeric_v1_2__name_2__obj_flag__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,closer,toward,Target1,Li walked toward the flag.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,5,26,6,9,41,10,10,9,44,10,10,208
non_numeric_v1_2__name_2__obj_flag__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,farther,away from,Target2,Li walked away from the flag.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,6,29,7,9,41,10,10,9,44,10,10,209
non_numeric_v1_2__name_2__obj_flag__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,closer,toward,Target1,Li walked toward the stationary flag.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,6,37,7,9,41,10,10,9,44,10,10,210
non_numeric_v1_2__name_2__obj_flag__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,farther,away from,Target2,Li walked away from the stationary flag.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,7,40,8,9,41,10,10,9,44,10,10,211
non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,closer,toward,Target1,"Li walked toward the flag, which remained stationary.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,8,53,10,9,41,10,10,9,44,10,10,212
non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,farther,away from,Target2,"Li walked away from the flag, which remained stationary.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,9,56,11,9,41,10,10,9,44,10,10,213
non_numeric_v1_2__name_2__obj_flag__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,closer,toward,Target1,"Li walked toward the flag, which remained still.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,8,48,10,9,41,10,10,9,44,10,10,214
non_numeric_v1_2__name_2__obj_flag__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_flag,flag,farther,away from,Target2,"Li walked away from the flag, which remained still.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,9,51,11,9,41,10,10,9,44,10,10,215
non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,Li walked toward the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,5,29,6,9,44,10,10,9,47,10,10,216
non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,Li walked away from the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,6,32,7,9,44,10,10,9,47,10,10,217
non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,Li walked toward the stationary bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,6,40,7,9,44,10,10,9,47,10,10,218
non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,Li walked away from the stationary bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,7,43,8,9,44,10,10,9,47,10,10,219
non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,"Li walked toward the bicycle, which remained stationary.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,8,56,10,9,44,10,10,9,47,10,10,220
non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,"Li walked away from the bicycle, which remained stationary.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,9,59,11,9,44,10,10,9,47,10,10,221
non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,"Li walked toward the bicycle, which remained still.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,8,51,10,9,44,10,10,9,47,10,10,222
non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,"Li walked away from the bicycle, which remained still.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,9,54,11,9,44,10,10,9,47,10,10,223
non_numeric_v1_2__name_2__obj_bench__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,closer,toward,Target1,Li walked toward the bench.,Li is now closer to the bench than before.,Li is now farther from the bench than before.,5,27,6,9,42,10,10,9,45,10,10,224
non_numeric_v1_2__name_2__obj_bench__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,farther,away from,Target2,Li walked away from the bench.,Li is now closer to the bench than before.,Li is now farther from the bench than before.,6,30,7,9,42,10,10,9,45,10,10,225
non_numeric_v1_2__name_2__obj_bench__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,closer,toward,Target1,Li walked toward the stationary bench.,Li is now closer to the bench than before.,Li is now farther from the bench than before.,6,38,7,9,42,10,10,9,45,10,10,226
non_numeric_v1_2__name_2__obj_bench__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,farther,away from,Target2,Li walked away from the stationary bench.,Li is now closer to the bench than before.,Li is now farther from the bench than before.,7,41,8,9,42,10,10,9,45,10,10,227
non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,closer,toward,Target1,"Li walked toward the bench, which remained stationary.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,8,54,10,9,42,10,10,9,45,10,10,228
non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,farther,away from,Target2,"Li walked away from the bench, which remained stationary.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,9,57,11,9,42,10,10,9,45,10,10,229
non_numeric_v1_2__name_2__obj_bench__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,closer,toward,Target1,"Li walked toward the bench, which remained still.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,8,49,10,9,42,10,10,9,45,10,10,230
non_numeric_v1_2__name_2__obj_bench__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_bench__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_bench,bench,farther,away from,Target2,"Li walked away from the bench, which remained still.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,9,52,11,9,42,10,10,9,45,10,10,231
non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,Li walked toward the mailbox.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,5,29,6,9,44,10,10,9,47,10,10,232
non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,Li walked away from the mailbox.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,6,32,7,9,44,10,10,9,47,10,10,233
non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,Li walked toward the stationary mailbox.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,6,40,7,9,44,10,10,9,47,10,10,234
non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,Li walked away from the stationary mailbox.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,7,43,8,9,44,10,10,9,47,10,10,235
non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,"Li walked toward the mailbox, which remained stationary.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,8,56,10,9,44,10,10,9,47,10,10,236
non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,"Li walked away from the mailbox, which remained stationary.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,9,59,11,9,44,10,10,9,47,10,10,237
non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,"Li walked toward the mailbox, which remained still.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,8,51,10,9,44,10,10,9,47,10,10,238
non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,"Li walked away from the mailbox, which remained still.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,9,54,11,9,44,10,10,9,47,10,10,239
non_numeric_v1_2__name_3__obj_cone__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar walked toward the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,5,28,7,9,43,11,10,9,46,11,10,240
non_numeric_v1_2__name_3__obj_cone__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,farther,away from,Target2,Omar walked away from the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,6,31,8,9,43,11,10,9,46,11,10,241
non_numeric_v1_2__name_3__obj_cone__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar walked toward the stationary cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,6,39,8,9,43,11,10,9,46,11,10,242
non_numeric_v1_2__name_3__obj_cone__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,farther,away from,Target2,Omar walked away from the stationary cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,7,42,9,9,43,11,10,9,46,11,10,243
non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,closer,toward,Target1,"Omar walked toward the cone, which remained stationary.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,8,55,11,9,43,11,10,9,46,11,10,244
non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Omar walked away from the cone, which remained stationary.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,9,58,12,9,43,11,10,9,46,11,10,245
non_numeric_v1_2__name_3__obj_cone__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,closer,toward,Target1,"Omar walked toward the cone, which remained still.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,8,50,11,9,43,11,10,9,46,11,10,246
non_numeric_v1_2__name_3__obj_cone__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_cone__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Omar walked away from the cone, which remained still.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,9,53,12,9,43,11,10,9,46,11,10,247
non_numeric_v1_2__name_3__obj_flag__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,closer,toward,Target1,Omar walked toward the flag.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,5,28,7,9,43,11,10,9,46,11,10,248
non_numeric_v1_2__name_3__obj_flag__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,farther,away from,Target2,Omar walked away from the flag.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,6,31,8,9,43,11,10,9,46,11,10,249
non_numeric_v1_2__name_3__obj_flag__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,closer,toward,Target1,Omar walked toward the stationary flag.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,6,39,8,9,43,11,10,9,46,11,10,250
non_numeric_v1_2__name_3__obj_flag__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,farther,away from,Target2,Omar walked away from the stationary flag.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,7,42,9,9,43,11,10,9,46,11,10,251
non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,closer,toward,Target1,"Omar walked toward the flag, which remained stationary.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,8,55,11,9,43,11,10,9,46,11,10,252
non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,farther,away from,Target2,"Omar walked away from the flag, which remained stationary.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,9,58,12,9,43,11,10,9,46,11,10,253
non_numeric_v1_2__name_3__obj_flag__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,closer,toward,Target1,"Omar walked toward the flag, which remained still.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,8,50,11,9,43,11,10,9,46,11,10,254
non_numeric_v1_2__name_3__obj_flag__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_3__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_3,Omar,obj_flag,flag,farther,away from,Target2,"Omar walked away from the flag, which remained still.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,9,53,12,9,43,11,10,9,46,11,10,255
