probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index,numeric_case_id,unit_id,initial_distance,movement_distance,final_distance
numeric_aligned_v1_1__name_3__obj_cone__compact__farther__num_10__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__compact__num_10__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__farther__num_10__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting 56 metres from a stationary cone, Omar walked 8 metres directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,3306,num_10,unit_metres,56,8,64
numeric_aligned_v1_1__name_3__obj_cone__compact__farther__num_10__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__compact__num_10__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__farther__num_10__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting 56 ft from a stationary cone, Omar walked 8 ft directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,109,22,9,43,11,10,9,46,11,10,3307,num_10,unit_ft,56,8,64
numeric_aligned_v1_1__name_3__obj_cone__compact__farther__num_10__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__compact__num_10__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__farther__num_10__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting 56 inches from a stationary cone, Omar walked 8 inches directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,3308,num_10,unit_inches,56,8,64
numeric_aligned_v1_1__name_3__obj_cone__compact__farther__num_11__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__compact__num_11__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__farther__num_11__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting 32 metres from a stationary cone, Omar walked 23 metres directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,3309,num_11,unit_metres,32,23,55
numeric_aligned_v1_1__name_3__obj_cone__compact__farther__num_11__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__compact__num_11__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__farther__num_11__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting 32 ft from a stationary cone, Omar walked 23 ft directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,110,22,9,43,11,10,9,46,11,10,3310,num_11,unit_ft,32,23,55
numeric_aligned_v1_1__name_3__obj_cone__compact__farther__num_11__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__compact__num_11__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__farther__num_11__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting 32 inches from a stationary cone, Omar walked 23 inches directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,3311,num_11,unit_inches,32,23,55
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_00__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_00__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_00__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 18 metres from a stationary cone. Omar walked 5 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3312,num_00,unit_metres,18,5,13
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_00__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_00__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_00__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 18 ft from a stationary cone. Omar walked 5 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,112,24,9,43,11,10,9,46,11,10,3313,num_00,unit_ft,18,5,13
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_00__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_00__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_00__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 18 inches from a stationary cone. Omar walked 5 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3314,num_00,unit_inches,18,5,13
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_01__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_01__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_01__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 85 metres from a stationary cone. Omar walked 12 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3315,num_01,unit_metres,85,12,73
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_01__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_01__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_01__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 85 ft from a stationary cone. Omar walked 12 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,113,24,9,43,11,10,9,46,11,10,3316,num_01,unit_ft,85,12,73
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_01__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_01__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_01__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 85 inches from a stationary cone. Omar walked 12 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3317,num_01,unit_inches,85,12,73
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_02__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_02__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_02__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 30 metres from a stationary cone. Omar walked 6 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3318,num_02,unit_metres,30,6,24
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_02__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_02__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_02__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 30 ft from a stationary cone. Omar walked 6 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,112,24,9,43,11,10,9,46,11,10,3319,num_02,unit_ft,30,6,24
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_02__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_02__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_02__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 30 inches from a stationary cone. Omar walked 6 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3320,num_02,unit_inches,30,6,24
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_03__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_03__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_03__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 35 metres from a stationary cone. Omar walked 4 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3321,num_03,unit_metres,35,4,31
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_03__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_03__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_03__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 35 ft from a stationary cone. Omar walked 4 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,112,24,9,43,11,10,9,46,11,10,3322,num_03,unit_ft,35,4,31
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_03__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_03__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_03__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 35 inches from a stationary cone. Omar walked 4 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3323,num_03,unit_inches,35,4,31
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_04__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_04__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_04__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 53 metres from a stationary cone. Omar walked 32 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3324,num_04,unit_metres,53,32,21
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_04__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_04__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_04__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 53 ft from a stationary cone. Omar walked 32 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,113,24,9,43,11,10,9,46,11,10,3325,num_04,unit_ft,53,32,21
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_04__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_04__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_04__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 53 inches from a stationary cone. Omar walked 32 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3326,num_04,unit_inches,53,32,21
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_05__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_05__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_05__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 54 metres from a stationary cone. Omar walked 32 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3327,num_05,unit_metres,54,32,22
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_05__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_05__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_05__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 54 ft from a stationary cone. Omar walked 32 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,113,24,9,43,11,10,9,46,11,10,3328,num_05,unit_ft,54,32,22
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_05__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_05__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_05__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 54 inches from a stationary cone. Omar walked 32 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3329,num_05,unit_inches,54,32,22
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_06__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_06__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_06__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 59 metres from a stationary cone. Omar walked 10 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3330,num_06,unit_metres,59,10,49
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_06__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_06__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_06__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 59 ft from a stationary cone. Omar walked 10 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,113,24,9,43,11,10,9,46,11,10,3331,num_06,unit_ft,59,10,49
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_06__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_06__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_06__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 59 inches from a stationary cone. Omar walked 10 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3332,num_06,unit_inches,59,10,49
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_07__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_07__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_07__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 48 metres from a stationary cone. Omar walked 26 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3333,num_07,unit_metres,48,26,22
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_07__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_07__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_07__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 48 ft from a stationary cone. Omar walked 26 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,113,24,9,43,11,10,9,46,11,10,3334,num_07,unit_ft,48,26,22
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_07__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_07__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_07__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 48 inches from a stationary cone. Omar walked 26 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3335,num_07,unit_inches,48,26,22
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_08__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_08__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_08__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 12 metres from a stationary cone. Omar walked 8 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3336,num_08,unit_metres,12,8,4
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_08__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_08__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_08__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 12 ft from a stationary cone. Omar walked 8 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,112,24,9,43,11,10,9,46,11,10,3337,num_08,unit_ft,12,8,4
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_08__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_08__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_08__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 12 inches from a stationary cone. Omar walked 8 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3338,num_08,unit_inches,12,8,4
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_09__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_09__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_09__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 52 metres from a stationary cone. Omar walked 28 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3339,num_09,unit_metres,52,28,24
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_09__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_09__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_09__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 52 ft from a stationary cone. Omar walked 28 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,113,24,9,43,11,10,9,46,11,10,3340,num_09,unit_ft,52,28,24
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_09__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_09__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_09__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 52 inches from a stationary cone. Omar walked 28 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,121,24,9,43,11,10,9,46,11,10,3341,num_09,unit_inches,52,28,24
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_10__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_10__unit_metres,numeric_aligned_v1_1__name_3__obj_cone__closer__num_10__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 56 metres from a stationary cone. Omar walked 8 metres directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3342,num_10,unit_metres,56,8,48
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_10__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_10__unit_ft,numeric_aligned_v1_1__name_3__obj_cone__closer__num_10__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 56 ft from a stationary cone. Omar walked 8 ft directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,112,24,9,43,11,10,9,46,11,10,3343,num_10,unit_ft,56,8,48
numeric_aligned_v1_1__name_3__obj_cone__standard__closer__num_10__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_3__obj_cone__standard__num_10__unit_inches,numeric_aligned_v1_1__name_3__obj_cone__closer__num_10__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was 56 inches from a stationary cone. Omar walked 8 inches directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,120,24,9,43,11,10,9,46,11,10,3344,num_10,unit_inches,56,8,48
