reference_probe_id,variant_probe_id,control,far_variant_id,scene_id,scene_role,context_structure,target_order
between_owned_shoes__name_2__obj_bag__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_bag__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_bag__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_bag__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_bag__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_book__physical_placement__person_first,between_owned_shoes__name_2__obj_book__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_2__obj_book__physical_placement__person_first,between_owned_shoes__name_2__obj_book__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_2__obj_book__physical_placement__person_first,between_owned_shoes__name_2__obj_book__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_2__obj_book__physical_placement__object_first,between_owned_shoes__name_2__obj_book__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_2__obj_book__physical_placement__object_first,between_owned_shoes__name_2__obj_book__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_2__obj_book__physical_placement__object_first,between_owned_shoes__name_2__obj_book__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_2__obj_book__physical_placement_fronted__person_first,between_owned_shoes__name_2__obj_book__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_2__obj_book__physical_placement_fronted__person_first,between_owned_shoes__name_2__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_2__obj_book__physical_placement_fronted__person_first,between_owned_shoes__name_2__obj_book__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_2__obj_book__physical_placement_fronted__object_first,between_owned_shoes__name_2__obj_book__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_2__obj_book__physical_placement_fronted__object_first,between_owned_shoes__name_2__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_2__obj_book__physical_placement_fronted__object_first,between_owned_shoes__name_2__obj_book__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_2__obj_book__physical_placement_person_subject__person_first,between_owned_shoes__name_2__obj_book__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_2__obj_book__physical_placement_person_subject__person_first,between_owned_shoes__name_2__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_2__obj_book__physical_placement_person_subject__person_first,between_owned_shoes__name_2__obj_book__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_2__obj_book__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_book__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_book__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_book__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_book__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_cone__physical_placement__person_first,between_owned_shoes__name_2__obj_cone__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_2__obj_cone__physical_placement__person_first,between_owned_shoes__name_2__obj_cone__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_2__obj_cone__physical_placement__person_first,between_owned_shoes__name_2__obj_cone__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_2__obj_cone__physical_placement__object_first,between_owned_shoes__name_2__obj_cone__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_2__obj_cone__physical_placement__object_first,between_owned_shoes__name_2__obj_cone__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_2__obj_cone__physical_placement__object_first,between_owned_shoes__name_2__obj_cone__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_2__obj_cone__physical_placement_fronted__person_first,between_owned_shoes__name_2__obj_cone__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_2__obj_cone__physical_placement_fronted__person_first,between_owned_shoes__name_2__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_2__obj_cone__physical_placement_fronted__person_first,between_owned_shoes__name_2__obj_cone__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_2__obj_cone__physical_placement_fronted__object_first,between_owned_shoes__name_2__obj_cone__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_2__obj_cone__physical_placement_fronted__object_first,between_owned_shoes__name_2__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_2__obj_cone__physical_placement_fronted__object_first,between_owned_shoes__name_2__obj_cone__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__person_first,between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__person_first,between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__person_first,between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__object_first,between_owned_shoes__name_2__obj_cone__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_ball__physical_placement__person_first,between_owned_shoes__name_3__obj_ball__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_ball__physical_placement__person_first,between_owned_shoes__name_3__obj_ball__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_ball__physical_placement__person_first,between_owned_shoes__name_3__obj_ball__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_ball__physical_placement__object_first,between_owned_shoes__name_3__obj_ball__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_ball__physical_placement__object_first,between_owned_shoes__name_3__obj_ball__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_ball__physical_placement__object_first,between_owned_shoes__name_3__obj_ball__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_ball__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_ball__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_ball__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_ball__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_ball__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_ball__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_ball__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_ball__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_ball__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_ball__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_ball__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_bag__physical_placement__person_first,between_owned_shoes__name_3__obj_bag__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_bag__physical_placement__person_first,between_owned_shoes__name_3__obj_bag__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_bag__physical_placement__person_first,between_owned_shoes__name_3__obj_bag__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_bag__physical_placement__object_first,between_owned_shoes__name_3__obj_bag__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_bag__physical_placement__object_first,between_owned_shoes__name_3__obj_bag__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_bag__physical_placement__object_first,between_owned_shoes__name_3__obj_bag__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_bag__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_bag__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_bag__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_bag__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_bag__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_bag__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_bag__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_bag__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_bag__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_bag__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_bag__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_book__physical_placement__person_first,between_owned_shoes__name_3__obj_book__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_book__physical_placement__person_first,between_owned_shoes__name_3__obj_book__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_book__physical_placement__person_first,between_owned_shoes__name_3__obj_book__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_book__physical_placement__object_first,between_owned_shoes__name_3__obj_book__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_book__physical_placement__object_first,between_owned_shoes__name_3__obj_book__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_book__physical_placement__object_first,between_owned_shoes__name_3__obj_book__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_book__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_book__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_book__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_book__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_book__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_book__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_book__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_book__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_book__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_book__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_book__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_book__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_book__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_book__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_book__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_book__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_book__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_book__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_book__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_book__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_cone__physical_placement__person_first,between_owned_shoes__name_3__obj_cone__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_cone__physical_placement__person_first,between_owned_shoes__name_3__obj_cone__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_cone__physical_placement__person_first,between_owned_shoes__name_3__obj_cone__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,person_first
between_owned_shoes__name_3__obj_cone__physical_placement__object_first,between_owned_shoes__name_3__obj_cone__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_cone__physical_placement__object_first,between_owned_shoes__name_3__obj_cone__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_cone__physical_placement__object_first,between_owned_shoes__name_3__obj_cone__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,object_subject,object_first
between_owned_shoes__name_3__obj_cone__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_cone__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_cone__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_cone__physical_placement_fronted__person_first,between_owned_shoes__name_3__obj_cone__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,person_first
between_owned_shoes__name_3__obj_cone__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_cone__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_cone__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_cone__physical_placement_fronted__object_first,between_owned_shoes__name_3__obj_cone__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,fronted_location,object_first
between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__person_first,between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,person_first
between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_owned_shoes,ambiguity_control,person_subject,object_first
between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__object_first,between_owned_shoes__name_3__obj_cone__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,between_owned_shoes,ambiguity_control,person_subject,object_first
between_worn_shoes__name_0__obj_ball__physical_placement__person_first,between_worn_shoes__name_0__obj_ball__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,between_worn_shoes,explicit_clothing_control,object_subject,person_first
between_worn_shoes__name_0__obj_ball__physical_placement__person_first,between_worn_shoes__name_0__obj_ball__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_worn_shoes,explicit_clothing_control,object_subject,person_first
between_worn_shoes__name_0__obj_ball__physical_placement__person_first,between_worn_shoes__name_0__obj_ball__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,between_worn_shoes,explicit_clothing_control,object_subject,person_first
between_worn_shoes__name_0__obj_ball__physical_placement__object_first,between_worn_shoes__name_0__obj_ball__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,between_worn_shoes,explicit_clothing_control,object_subject,object_first
between_worn_shoes__name_0__obj_ball__physical_placement__object_first,between_worn_shoes__name_0__obj_ball__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_worn_shoes,explicit_clothing_control,object_subject,object_first
between_worn_shoes__name_0__obj_ball__physical_placement__object_first,between_worn_shoes__name_0__obj_ball__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,between_worn_shoes,explicit_clothing_control,object_subject,object_first
between_worn_shoes__name_0__obj_ball__physical_placement_fronted__person_first,between_worn_shoes__name_0__obj_ball__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,between_worn_shoes,explicit_clothing_control,fronted_location,person_first
between_worn_shoes__name_0__obj_ball__physical_placement_fronted__person_first,between_worn_shoes__name_0__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_worn_shoes,explicit_clothing_control,fronted_location,person_first
between_worn_shoes__name_0__obj_ball__physical_placement_fronted__person_first,between_worn_shoes__name_0__obj_ball__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,between_worn_shoes,explicit_clothing_control,fronted_location,person_first
between_worn_shoes__name_0__obj_ball__physical_placement_fronted__object_first,between_worn_shoes__name_0__obj_ball__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,between_worn_shoes,explicit_clothing_control,fronted_location,object_first
between_worn_shoes__name_0__obj_ball__physical_placement_fronted__object_first,between_worn_shoes__name_0__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,between_worn_shoes,explicit_clothing_control,fronted_location,object_first
between_worn_shoes__name_0__obj_ball__physical_placement_fronted__object_first,between_worn_shoes__name_0__obj_ball__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,between_worn_shoes,explicit_clothing_control,fronted_location,object_first
between_worn_shoes__name_0__obj_ball__physical_placement_person_subject__person_first,between_worn_shoes__name_0__obj_ball__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,between_worn_shoes,explicit_clothing_control,person_subject,person_first
between_worn_shoes__name_0__obj_ball__physical_placement_person_subject__person_first,between_worn_shoes__name_0__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,between_worn_shoes,explicit_clothing_control,person_subject,person_first
