probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,far_wording_match_id,close_evidence_type,close_context_structure,far_context_entity_order,far_variant_id,far_evidence_type,far_setting_explicit,far_target_repeats_context,far_context_structure
between_worn_shoes__name_1__obj_cone__physical_placement__object_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The cone is between the shoes Jesse is wearing.,The cone and Jesse are separated by a large distance.,The cone is close to Jesse.,The cone is far from Jesse.,9,10,10,11,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement__object_first,explicit_worn_clothing,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,Across the full length of a long gym from Jesse is the cone.,Jesse is close to the cone.,Jesse is far from the cone.,9,10,13,14,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,Far from Jesse is the cone.,Jesse is close to the cone.,Jesse is far from the cone.,9,10,6,7,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,Distant from Jesse is the cone.,Jesse is close to the cone.,Jesse is far from the cone.,9,10,6,8,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,A large distance separates Jesse and the cone.,Jesse is close to the cone.,Jesse is far from the cone.,9,10,8,9,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,Across the full length of a long gym from Jesse is the cone.,The cone is close to Jesse.,The cone is far from Jesse.,9,10,13,14,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,Far from Jesse is the cone.,The cone is close to Jesse.,The cone is far from Jesse.,9,10,6,7,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,Distant from Jesse is the cone.,The cone is close to Jesse.,The cone is far from Jesse.,9,10,6,8,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Jesse is wearing is the cone.,A large distance separates Jesse and the cone.,The cone is close to Jesse.,The cone is far from Jesse.,9,10,8,9,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse is across the full length of a long gym from the cone.,Jesse is close to the cone.,Jesse is far from the cone.,10,12,13,15,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse is far from the cone.,Jesse is close to the cone.,Jesse is far from the cone.,10,12,6,8,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse is distant from the cone.,Jesse is close to the cone.,Jesse is far from the cone.,10,12,6,8,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse and the cone are separated by a large distance.,Jesse is close to the cone.,Jesse is far from the cone.,10,12,10,12,6,8,6,8,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse is across the full length of a long gym from the cone.,The cone is close to Jesse.,The cone is far from Jesse.,10,12,13,15,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse is far from the cone.,The cone is close to Jesse.,The cone is far from Jesse.,10,12,6,8,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,direct_far,explicit_relation,False,False,person_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse is distant from the cone.,The cone is close to Jesse.,The cone is far from Jesse.,10,12,6,8,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_1,obj_cone,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Jesse is wearing the shoes with the cone between them.,Jesse and the cone are separated by a large distance.,The cone is close to Jesse.,The cone is far from Jesse.,10,12,10,12,6,7,6,7,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_1__obj_cone__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_worn_shoes__name_2__obj_ball__physical_placement__person_first,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball is across the full length of a long gym from Li.,Li is close to the ball.,Li is far from the ball.,9,10,13,14,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,explicit_worn_clothing,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
between_worn_shoes__name_2__obj_ball__physical_placement__person_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball is far from Li.,Li is close to the ball.,Li is far from the ball.,9,10,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,explicit_worn_clothing,object_subject,object_first,direct_far,explicit_relation,False,False,object_subject
between_worn_shoes__name_2__obj_ball__physical_placement__person_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball is distant from Li.,Li is close to the ball.,Li is far from the ball.,9,10,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,explicit_worn_clothing,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
between_worn_shoes__name_2__obj_ball__physical_placement__person_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball and Li are separated by a large distance.,Li is close to the ball.,Li is far from the ball.,9,10,10,11,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__person_first,explicit_worn_clothing,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_worn_shoes__name_2__obj_ball__physical_placement__object_first,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball is across the full length of a long gym from Li.,The ball is close to Li.,The ball is far from Li.,9,10,13,14,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,explicit_worn_clothing,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
between_worn_shoes__name_2__obj_ball__physical_placement__object_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball is far from Li.,The ball is close to Li.,The ball is far from Li.,9,10,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,explicit_worn_clothing,object_subject,object_first,direct_far,explicit_relation,False,True,object_subject
between_worn_shoes__name_2__obj_ball__physical_placement__object_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball is distant from Li.,The ball is close to Li.,The ball is far from Li.,9,10,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,explicit_worn_clothing,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
between_worn_shoes__name_2__obj_ball__physical_placement__object_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,The ball is between the shoes Li is wearing.,The ball and Li are separated by a large distance.,The ball is close to Li.,The ball is far from Li.,9,10,10,11,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement__object_first,explicit_worn_clothing,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,Across the full length of a long gym from Li is the ball.,Li is close to the ball.,Li is far from the ball.,9,10,13,14,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,Far from Li is the ball.,Li is close to the ball.,Li is far from the ball.,9,10,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,Distant from Li is the ball.,Li is close to the ball.,Li is far from the ball.,9,10,6,8,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,A large distance separates Li and the ball.,Li is close to the ball.,Li is far from the ball.,9,10,8,9,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__person_first,explicit_worn_clothing,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,Across the full length of a long gym from Li is the ball.,The ball is close to Li.,The ball is far from Li.,9,10,13,14,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,Far from Li is the ball.,The ball is close to Li.,The ball is far from Li.,9,10,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,Distant from Li is the ball.,The ball is close to Li.,The ball is far from Li.,9,10,6,8,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Between the shoes Li is wearing is the ball.,A large distance separates Li and the ball.,The ball is close to Li.,The ball is far from Li.,9,10,8,9,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_fronted__object_first,explicit_worn_clothing,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li is across the full length of a long gym from the ball.,Li is close to the ball.,Li is far from the ball.,10,11,13,14,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li is far from the ball.,Li is close to the ball.,Li is far from the ball.,10,11,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li is distant from the ball.,Li is close to the ball.,Li is far from the ball.,10,11,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first__far_large_distance,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li and the ball are separated by a large distance.,Li is close to the ball.,Li is far from the ball.,10,11,10,11,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__person_first,explicit_worn_clothing,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li is across the full length of a long gym from the ball.,The ball is close to Li.,The ball is far from Li.,10,11,13,14,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first__far_direct_far,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li is far from the ball.,The ball is close to Li.,The ball is far from Li.,10,11,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,direct_far,explicit_relation,False,False,person_subject
between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,1.0,between_worn_shoes,explicit_clothing_control,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,gym,"Wearing is stated explicitly, anchoring the shoes to the person.",False,False,Li is wearing the shoes with the ball between them.,Li is distant from the ball.,The ball is close to Li.,The ball is far from Li.,10,11,6,7,6,7,6,7,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,between_worn_shoes__name_2__obj_ball__physical_placement_person_subject__object_first,explicit_worn_clothing,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
