probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,source_scene_id,source_assumption,source_close_evidence_type,close_evidence_type,far_evidence_type,close_context_structure,far_context_structure,mode,wording_family_id,adjective_pair_id,close_target_repeats_context,far_target_repeats_context
paired__name_0__obj_pebble__object_subject__object_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,The pebble is near Maya.,The pebble is distant from Maya.,The pebble is close to Maya.,The pebble is far from Maya.,5,8,6,9,6,9,6,9,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,object_subject,object_subject,symmetric_pair,proximity_synonyms,near_distant,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first__close_distance_short_long,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,The pebble and Maya are separated by a short distance.,The pebble is across the full length of a long hallway from Maya.,The pebble is close to Maya.,The pebble is far from Maya.,10,13,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,coordinated_entities,object_subject,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_pebble__object_subject__object_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,The pebble and Maya are separated by a short distance.,The pebble and Maya are separated by a long distance.,The pebble is close to Maya.,The pebble is far from Maya.,10,13,10,13,6,9,6,9,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_short_long,short_long,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first__close_distance_small_large,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,The pebble and Maya are separated by a small distance.,The pebble is across the full length of a long hallway from Maya.,The pebble is close to Maya.,The pebble is far from Maya.,10,13,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,coordinated_entities,object_subject,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_pebble__object_subject__object_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,The pebble and Maya are separated by a small distance.,The pebble and Maya are separated by a large distance.,The pebble is close to Maya.,The pebble is far from Maya.,10,13,10,13,6,9,6,9,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_small_large,small_large,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Maya is wearing is the pebble.,Across the full length of a long hallway from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,12,15,13,16,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_worn_clothing,large_space_separation,fronted_location,fronted_location,original_baseline,original_placement,none,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first__close_direct_labels,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Close to Maya is the pebble.,Across the full length of a long hallway from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,6,9,13,16,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_relation,large_space_separation,fronted_location,fronted_location,close_only,direct_labels,close_far,False,False
paired__name_0__obj_pebble__fronted_location__person_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Close to Maya is the pebble.,Far from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,6,9,6,9,6,10,6,10,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,fronted_location,fronted_location,symmetric_pair,direct_labels,close_far,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first__close_proximity_synonyms,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Near Maya is the pebble.,Across the full length of a long hallway from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,5,8,13,16,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,proximity_synonym,large_space_separation,fronted_location,fronted_location,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_pebble__fronted_location__person_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Near Maya is the pebble.,Distant from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,5,8,6,10,6,10,6,10,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,fronted_location,fronted_location,symmetric_pair,proximity_synonyms,near_distant,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first__close_distance_short_long,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A short distance separates Maya and the pebble.,Across the full length of a long hallway from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,8,11,13,16,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_pebble__fronted_location__person_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A short distance separates Maya and the pebble.,A long distance separates Maya and the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,8,11,8,11,6,10,6,10,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_short_long,short_long,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first__close_distance_small_large,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A small distance separates Maya and the pebble.,Across the full length of a long hallway from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,8,11,13,16,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_pebble__fronted_location__person_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A small distance separates Maya and the pebble.,A large distance separates Maya and the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,8,11,8,11,6,10,6,10,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_small_large,small_large,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Maya is wearing is the pebble.,Across the full length of a long hallway from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,12,15,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_worn_clothing,large_space_separation,fronted_location,fronted_location,original_baseline,original_placement,none,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first__close_direct_labels,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Close to Maya is the pebble.,Across the full length of a long hallway from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,6,9,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_relation,large_space_separation,fronted_location,fronted_location,close_only,direct_labels,close_far,False,False
paired__name_0__obj_pebble__fronted_location__object_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Close to Maya is the pebble.,Far from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,6,9,6,9,6,9,6,9,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,fronted_location,fronted_location,symmetric_pair,direct_labels,close_far,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first__close_proximity_synonyms,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Near Maya is the pebble.,Across the full length of a long hallway from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,5,8,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,proximity_synonym,large_space_separation,fronted_location,fronted_location,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_pebble__fronted_location__object_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Near Maya is the pebble.,Distant from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,5,8,6,10,6,9,6,9,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,fronted_location,fronted_location,symmetric_pair,proximity_synonyms,near_distant,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first__close_distance_short_long,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A short distance separates Maya and the pebble.,Across the full length of a long hallway from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,8,11,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_pebble__fronted_location__object_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A short distance separates Maya and the pebble.,A long distance separates Maya and the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,8,11,8,11,6,9,6,9,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_short_long,short_long,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first__close_distance_small_large,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A small distance separates Maya and the pebble.,Across the full length of a long hallway from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,8,11,13,16,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_pebble__fronted_location__object_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A small distance separates Maya and the pebble.,A large distance separates Maya and the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,8,11,8,11,6,9,6,9,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_small_large,small_large,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the pebble inside its pocket.,Maya is across the full length of a long hallway from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,11,15,13,17,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_worn_clothing,large_space_separation,person_subject,person_subject,original_baseline,original_placement,none,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first__close_direct_labels,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is close to the pebble.,Maya is across the full length of a long hallway from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,6,10,13,17,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_relation,large_space_separation,person_subject,person_subject,close_only,direct_labels,close_far,True,False
paired__name_0__obj_pebble__person_subject__person_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya is close to the pebble.,Maya is far from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,6,10,6,10,6,10,6,10,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,person_subject,person_subject,symmetric_pair,direct_labels,close_far,True,True
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first__close_proximity_synonyms,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is near the pebble.,Maya is across the full length of a long hallway from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,5,9,13,17,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,proximity_synonym,large_space_separation,person_subject,person_subject,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_pebble__person_subject__person_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya is near the pebble.,Maya is distant from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,5,9,6,10,6,10,6,10,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,person_subject,person_subject,symmetric_pair,proximity_synonyms,near_distant,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first__close_distance_short_long,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya and the pebble are separated by a short distance.,Maya is across the full length of a long hallway from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,10,14,13,17,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_pebble__person_subject__person_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya and the pebble are separated by a short distance.,Maya and the pebble are separated by a long distance.,Maya is close to the pebble.,Maya is far from the pebble.,10,14,10,14,6,10,6,10,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_short_long,short_long,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first__close_distance_small_large,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya and the pebble are separated by a small distance.,Maya is across the full length of a long hallway from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,10,14,13,17,6,10,6,10,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_pebble__person_subject__person_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya and the pebble are separated by a small distance.,Maya and the pebble are separated by a large distance.,Maya is close to the pebble.,Maya is far from the pebble.,10,14,10,14,6,10,6,10,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_small_large,small_large,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the pebble inside its pocket.,Maya is across the full length of a long hallway from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,11,15,13,17,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_worn_clothing,large_space_separation,person_subject,person_subject,original_baseline,original_placement,none,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first__close_direct_labels,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is close to the pebble.,Maya is across the full length of a long hallway from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,6,10,13,17,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_relation,large_space_separation,person_subject,person_subject,close_only,direct_labels,close_far,False,False
paired__name_0__obj_pebble__person_subject__object_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya is close to the pebble.,Maya is far from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,6,10,6,10,6,9,6,9,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,person_subject,person_subject,symmetric_pair,direct_labels,close_far,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first__close_proximity_synonyms,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is near the pebble.,Maya is across the full length of a long hallway from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,5,9,13,17,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,proximity_synonym,large_space_separation,person_subject,person_subject,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_pebble__person_subject__object_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya is near the pebble.,Maya is distant from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,5,9,6,10,6,9,6,9,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,person_subject,person_subject,symmetric_pair,proximity_synonyms,near_distant,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first__close_distance_short_long,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya and the pebble are separated by a short distance.,Maya is across the full length of a long hallway from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,10,14,13,17,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_pebble__person_subject__object_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya and the pebble are separated by a short distance.,Maya and the pebble are separated by a long distance.,The pebble is close to Maya.,The pebble is far from Maya.,10,14,10,14,6,9,6,9,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_short_long,short_long,False,False
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first__close_distance_small_large,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya and the pebble are separated by a small distance.,Maya is across the full length of a long hallway from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,10,14,13,17,6,9,6,9,worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_pebble__person_subject__object_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya and the pebble are separated by a small distance.,Maya and the pebble are separated by a large distance.,The pebble is close to Maya.,The pebble is far from Maya.,10,14,10,14,6,9,6,9,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_small_large,small_large,False,False
worn_jacket_pocket__name_1__obj_key__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Jesse is wearing.,The key is across the full length of a long hallway from Jesse.,Jesse is close to the key.,Jesse is far from the key.,12,13,13,14,6,8,6,8,worn_jacket_pocket__name_1__obj_key__physical_placement__person_first,1.0,close_far_symmetric_wording,worn_jacket_pocket,Wearing is stated explicitly; only pocket-sized objects are eligible.,explicit_worn_clothing,explicit_worn_clothing,large_space_separation,object_subject,object_subject,original_baseline,original_placement,none,False,False
